day,hour,y,yhat,특징
2024-08-21,16,4157,4228.8,1단계: 전력 파일만
2024-08-21,17,4157,4203.9,1단계: 전력 파일만
2024-08-21,18,4131,4120.3,1단계: 전력 파일만
2024-08-21,19,4006,3895.6,1단계: 전력 파일만
2024-08-21,20,3924,3752.3,1단계: 전력 파일만
2024-08-21,21,3743,3555.0,1단계: 전력 파일만
2024-08-21,22,3458,3332.1,1단계: 전력 파일만
2024-08-21,23,3129,3142.4,1단계: 전력 파일만
2024-08-21,24,2827,2864.5,1단계: 전력 파일만
2024-08-22,1,2526,2729.1,1단계: 전력 파일만
2024-08-22,2,2282,2351.5,1단계: 전력 파일만
2024-08-22,3,2135,2146.5,1단계: 전력 파일만
2024-08-22,4,2045,2056.9,1단계: 전력 파일만
2024-08-22,5,2039,2030.7,1단계: 전력 파일만
2024-08-22,6,2177,2163.9,1단계: 전력 파일만
2024-08-22,7,2531,2511.0,1단계: 전력 파일만
2024-08-22,8,3069,3006.2,1단계: 전력 파일만
2024-08-22,9,3608,3335.1,1단계: 전력 파일만
2024-08-22,10,3958,3777.2,1단계: 전력 파일만
2024-08-22,11,4104,3897.7,1단계: 전력 파일만
2024-08-22,12,4116,3978.0,1단계: 전력 파일만
2024-08-22,13,4161,4101.4,1단계: 전력 파일만
2024-08-22,14,4173,4125.0,1단계: 전력 파일만
2024-08-22,15,4142,4117.9,1단계: 전력 파일만
2024-08-22,16,4128,4103.7,1단계: 전력 파일만
2024-08-22,17,4073,4082.5,1단계: 전력 파일만
2024-08-22,18,4025,3998.2,1단계: 전력 파일만
2024-08-22,19,3848,3839.6,1단계: 전력 파일만
2024-08-22,20,3748,3763.8,1단계: 전력 파일만
2024-08-22,21,3535,3526.5,1단계: 전력 파일만
2024-08-22,22,3259,3253.1,1단계: 전력 파일만
2024-08-22,23,2955,2990.4,1단계: 전력 파일만
2024-08-22,24,2679,2756.3,1단계: 전력 파일만
2024-08-23,1,2407,2465.3,1단계: 전력 파일만
2024-08-23,2,2180,2197.9,1단계: 전력 파일만
2024-08-23,3,2037,2059.6,1단계: 전력 파일만
2024-08-23,4,1946,1945.9,1단계: 전력 파일만
2024-08-23,5,1941,1930.9,1단계: 전력 파일만
2024-08-23,6,2073,2070.3,1단계: 전력 파일만
2024-08-23,7,2409,2444.8,1단계: 전력 파일만
2024-08-23,8,2877,2964.2,1단계: 전력 파일만
2024-08-23,9,3331,3392.5,1단계: 전력 파일만
2024-08-23,10,3677,3765.1,1단계: 전력 파일만
2024-08-23,11,3899,3950.1,1단계: 전력 파일만
2024-08-23,12,3994,4032.6,1단계: 전력 파일만
2024-08-23,13,4059,4094.6,1단계: 전력 파일만
2024-08-23,14,4096,4102.0,1단계: 전력 파일만
2024-08-23,15,4105,4097.4,1단계: 전력 파일만
2024-08-23,16,4085,4077.1,1단계: 전력 파일만
2024-08-23,17,4072,4054.5,1단계: 전력 파일만
2024-08-23,18,3989,4020.6,1단계: 전력 파일만
2024-08-23,19,3776,3800.5,1단계: 전력 파일만
2024-08-23,20,3646,3715.2,1단계: 전력 파일만
2024-08-23,21,3462,3517.8,1단계: 전력 파일만
2024-08-23,22,3188,3161.6,1단계: 전력 파일만
2024-08-23,23,2904,2826.9,1단계: 전력 파일만
2024-08-23,24,2662,2609.5,1단계: 전력 파일만
2024-08-24,1,2397,2165.5,1단계: 전력 파일만
2024-08-24,2,2155,2034.2,1단계: 전력 파일만
2024-08-24,3,2005,1900.4,1단계: 전력 파일만
2024-08-24,4,1903,1801.2,1단계: 전력 파일만
2024-08-24,5,1873,1778.7,1단계: 전력 파일만
2024-08-24,6,1921,1852.5,1단계: 전력 파일만
2024-08-24,7,2054,1946.9,1단계: 전력 파일만
2024-08-24,8,2300,2230.7,1단계: 전력 파일만
2024-08-24,9,2646,2598.4,1단계: 전력 파일만
2024-08-24,10,3041,2953.1,1단계: 전력 파일만
2024-08-24,11,3320,3268.6,1단계: 전력 파일만
2024-08-24,12,3452,3375.5,1단계: 전력 파일만
2024-08-24,13,3406,3442.3,1단계: 전력 파일만
2024-08-24,14,3361,3503.7,1단계: 전력 파일만
2024-08-24,15,3317,3499.7,1단계: 전력 파일만
2024-08-24,16,3350,3498.0,1단계: 전력 파일만
2024-08-24,17,3369,3479.6,1단계: 전력 파일만
2024-08-24,18,3355,3470.6,1단계: 전력 파일만
2024-08-24,19,3332,3408.1,1단계: 전력 파일만
2024-08-24,20,3305,3305.9,1단계: 전력 파일만
2024-08-24,21,3171,3118.6,1단계: 전력 파일만
2024-08-24,22,2961,2957.0,1단계: 전력 파일만
2024-08-24,23,2730,2654.9,1단계: 전력 파일만
2024-08-24,24,2515,2436.1,1단계: 전력 파일만
2024-08-25,1,2266,2206.4,1단계: 전력 파일만
2024-08-25,2,2061,2065.8,1단계: 전력 파일만
2024-08-25,3,1915,1926.2,1단계: 전력 파일만
2024-08-25,4,1829,1826.5,1단계: 전력 파일만
2024-08-25,5,1797,1807.5,1단계: 전력 파일만
2024-08-25,6,1833,1880.7,1단계: 전력 파일만
2024-08-25,7,1945,1900.0,1단계: 전력 파일만
2024-08-25,8,2145,2045.4,1단계: 전력 파일만
2024-08-25,9,2400,2392.4,1단계: 전력 파일만
2024-08-25,10,2704,2862.6,1단계: 전력 파일만
2024-08-25,11,2976,3088.2,1단계: 전력 파일만
2024-08-25,12,3122,3213.2,1단계: 전력 파일만
2024-08-25,13,3231,3210.2,1단계: 전력 파일만
2024-08-25,14,3276,3282.3,1단계: 전력 파일만
2024-08-25,15,3261,3247.9,1단계: 전력 파일만
2024-08-25,16,3247,3245.8,1단계: 전력 파일만
2024-08-25,17,3258,3256.4,1단계: 전력 파일만
2024-08-25,18,3262,3319.3,1단계: 전력 파일만
2024-08-25,19,3286,3316.9,1단계: 전력 파일만
2024-08-25,20,3312,3311.3,1단계: 전력 파일만
2024-08-25,21,3215,3110.7,1단계: 전력 파일만
2024-08-25,22,3013,2853.8,1단계: 전력 파일만
2024-08-25,23,2768,2633.7,1단계: 전력 파일만
2024-08-25,24,2517,2402.6,1단계: 전력 파일만
2024-08-26,1,2241,2303.2,1단계: 전력 파일만
2024-08-26,2,2061,2052.7,1단계: 전력 파일만
2024-08-26,3,1936,1919.9,1단계: 전력 파일만
2024-08-26,4,1875,1811.5,1단계: 전력 파일만
2024-08-26,5,1882,1807.8,1단계: 전력 파일만
2024-08-26,6,2022,1981.4,1단계: 전력 파일만
2024-08-26,7,2360,2356.0,1단계: 전력 파일만
2024-08-26,8,2847,2844.6,1단계: 전력 파일만
2024-08-26,9,3340,3185.3,1단계: 전력 파일만
2024-08-26,10,3672,3592.4,1단계: 전력 파일만
2024-08-26,11,3866,3818.3,1단계: 전력 파일만
2024-08-26,12,3967,3845.6,1단계: 전력 파일만
2024-08-26,13,3979,3891.9,1단계: 전력 파일만
2024-08-26,14,3992,3932.7,1단계: 전력 파일만
2024-08-26,15,3983,3917.2,1단계: 전력 파일만
2024-08-26,16,3980,3878.0,1단계: 전력 파일만
2024-08-26,17,3947,3880.4,1단계: 전력 파일만
2024-08-26,18,3888,3805.8,1단계: 전력 파일만
2024-08-26,19,3677,3595.7,1단계: 전력 파일만
2024-08-26,20,3565,3550.7,1단계: 전력 파일만
2024-08-26,21,3389,3383.9,1단계: 전력 파일만
2024-08-26,22,3132,3125.3,1단계: 전력 파일만
2024-08-26,23,2850,2861.4,1단계: 전력 파일만
2024-08-26,24,2583,2626.3,1단계: 전력 파일만
2024-08-27,1,2306,2304.5,1단계: 전력 파일만
2024-08-27,2,2079,2095.1,1단계: 전력 파일만
2024-08-27,3,1950,1947.2,1단계: 전력 파일만
2024-08-27,4,1872,1854.5,1단계: 전력 파일만
2024-08-27,5,1865,1847.5,1단계: 전력 파일만
2024-08-27,6,1997,1977.5,1단계: 전력 파일만
2024-08-27,7,2306,2292.9,1단계: 전력 파일만
2024-08-27,8,2746,2714.0,1단계: 전력 파일만
2024-08-27,9,3150,3245.9,1단계: 전력 파일만
2024-08-27,10,3416,3558.2,1단계: 전력 파일만
2024-08-27,11,3532,3748.7,1단계: 전력 파일만
2024-08-27,12,3549,4029.5,1단계: 전력 파일만
2024-08-27,13,3532,4032.0,1단계: 전력 파일만
2024-08-27,14,3542,4040.0,1단계: 전력 파일만
2024-08-27,15,3585,4023.2,1단계: 전력 파일만
2024-08-27,16,3592,4018.2,1단계: 전력 파일만
2024-08-27,17,3631,4002.5,1단계: 전력 파일만
2024-08-27,18,3621,3927.3,1단계: 전력 파일만
2024-08-27,19,3464,3735.4,1단계: 전력 파일만
2024-08-27,20,3354,3640.8,1단계: 전력 파일만
2024-08-27,21,3173,3434.4,1단계: 전력 파일만
2024-08-27,22,2928,3099.9,1단계: 전력 파일만
2024-08-27,23,2663,2846.8,1단계: 전력 파일만
2024-08-27,24,2410,2590.3,1단계: 전력 파일만
2024-08-28,1,2147,2224.1,1단계: 전력 파일만
2024-08-28,2,1943,2002.1,1단계: 전력 파일만
2024-08-28,3,1818,1864.8,1단계: 전력 파일만
2024-08-28,4,1742,1785.1,1단계: 전력 파일만
2024-08-28,5,1741,1775.9,1단계: 전력 파일만
2024-08-28,6,1864,1894.9,1단계: 전력 파일만
2024-08-28,7,2165,2175.5,1단계: 전력 파일만
2024-08-28,8,2590,2587.5,1단계: 전력 파일만
2024-08-28,9,3039,2976.8,1단계: 전력 파일만
2024-08-28,10,3395,3304.8,1단계: 전력 파일만
2024-08-28,11,3601,3450.0,1단계: 전력 파일만
2024-08-28,12,3696,3518.9,1단계: 전력 파일만
2024-08-28,13,3759,3536.2,1단계: 전력 파일만
2024-08-28,14,3836,3548.9,1단계: 전력 파일만
2024-08-28,15,3889,3539.3,1단계: 전력 파일만
2024-08-28,16,3894,3536.0,1단계: 전력 파일만
2024-08-28,17,3898,3410.9,1단계: 전력 파일만
2024-08-28,18,3844,3482.3,1단계: 전력 파일만
2024-08-28,19,3696,3507.2,1단계: 전력 파일만
2024-08-28,20,3594,3458.4,1단계: 전력 파일만
2024-08-28,21,3396,3199.6,1단계: 전력 파일만
2024-08-28,22,3117,3001.9,1단계: 전력 파일만
2024-08-28,23,2813,2712.8,1단계: 전력 파일만
2024-08-28,24,2525,2443.1,1단계: 전력 파일만
2024-08-29,1,2239,2244.0,1단계: 전력 파일만
2024-08-29,2,2015,2025.7,1단계: 전력 파일만
2024-08-29,3,1877,1873.7,1단계: 전력 파일만
2024-08-29,4,1792,1796.7,1단계: 전력 파일만
2024-08-29,5,1780,1793.5,1단계: 전력 파일만
2024-08-29,6,1896,1897.1,1단계: 전력 파일만
2024-08-29,7,2191,2209.6,1단계: 전력 파일만
2024-08-29,8,2612,2588.7,1단계: 전력 파일만
2024-08-29,9,3054,3082.5,1단계: 전력 파일만
2024-08-29,10,3404,3387.0,1단계: 전력 파일만
2024-08-29,11,3628,3620.3,1단계: 전력 파일만
2024-08-29,12,3747,3689.4,1단계: 전력 파일만
2024-08-29,13,3788,3691.9,1단계: 전력 파일만
2024-08-29,14,3850,3713.1,1단계: 전력 파일만
2024-08-29,15,3894,3716.1,1단계: 전력 파일만
2024-08-29,16,3903,3713.3,1단계: 전력 파일만
2024-08-29,17,3925,3706.6,1단계: 전력 파일만
2024-08-29,18,3919,3660.4,1단계: 전력 파일만
2024-08-29,19,3716,3498.9,1단계: 전력 파일만
2024-08-29,20,3578,3317.6,1단계: 전력 파일만
2024-08-29,21,3355,3151.4,1단계: 전력 파일만
2024-08-29,22,3075,2960.9,1단계: 전력 파일만
2024-08-29,23,2785,2646.2,1단계: 전력 파일만
2024-08-29,24,2508,2370.5,1단계: 전력 파일만
2024-08-30,1,2248,2208.2,1단계: 전력 파일만
2024-08-30,2,2022,2002.8,1단계: 전력 파일만
2024-08-30,3,1885,1849.7,1단계: 전력 파일만
2024-08-30,4,1802,1771.8,1단계: 전력 파일만
2024-08-30,5,1793,1762.9,1단계: 전력 파일만
2024-08-30,6,1911,1876.0,1단계: 전력 파일만
2024-08-30,7,2209,2155.5,1단계: 전력 파일만
2024-08-30,8,2646,2537.8,1단계: 전력 파일만
2024-08-30,9,3106,2972.7,1단계: 전력 파일만
2024-08-30,10,3474,3370.2,1단계: 전력 파일만
2024-08-30,11,3715,3618.8,1단계: 전력 파일만
2024-08-30,12,3826,3726.0,1단계: 전력 파일만
2024-08-30,13,3893,3689.5,1단계: 전력 파일만
2024-08-30,14,3970,3724.8,1단계: 전력 파일만
2024-08-30,15,4020,3745.4,1단계: 전력 파일만
2024-08-30,16,4010,3746.9,1단계: 전력 파일만
2024-08-30,17,3976,3713.4,1단계: 전력 파일만
2024-08-30,18,3898,3676.2,1단계: 전력 파일만
2024-08-30,19,3664,3507.0,1단계: 전력 파일만
2024-08-30,20,3535,3379.0,1단계: 전력 파일만
2024-08-30,21,3347,3210.5,1단계: 전력 파일만
2024-08-30,22,3082,2958.3,1단계: 전력 파일만
2024-08-30,23,2802,2652.2,1단계: 전력 파일만
2024-08-30,24,2557,2398.0,1단계: 전력 파일만
2024-08-31,1,2290,2164.7,1단계: 전력 파일만
2024-08-31,2,2048,2001.8,1단계: 전력 파일만
2024-08-31,3,1893,1906.8,1단계: 전력 파일만
2024-08-31,4,1794,1829.9,1단계: 전력 파일만
2024-08-31,5,1758,1815.5,1단계: 전력 파일만
2024-08-31,6,1795,1875.3,1단계: 전력 파일만
2024-08-31,7,1917,1977.6,1단계: 전력 파일만
2024-08-31,8,2125,2189.3,1단계: 전력 파일만
2024-08-31,9,2415,2554.8,1단계: 전력 파일만
2024-08-31,10,2750,2909.2,1단계: 전력 파일만
2024-08-31,11,3017,3133.8,1단계: 전력 파일만
2024-08-31,12,3163,3231.7,1단계: 전력 파일만
2024-08-31,13,3251,3264.7,1단계: 전력 파일만
2024-08-31,14,3288,3357.8,1단계: 전력 파일만
2024-08-31,15,3290,3350.1,1단계: 전력 파일만
2024-08-31,16,3273,3358.4,1단계: 전력 파일만
2024-08-31,17,3256,3391.7,1단계: 전력 파일만
2024-08-31,18,3244,3366.7,1단계: 전력 파일만
2024-08-31,19,3208,3269.6,1단계: 전력 파일만
2024-08-31,20,3170,3227.5,1단계: 전력 파일만
2024-08-31,21,3045,3095.8,1단계: 전력 파일만
2024-08-31,22,2855,2846.2,1단계: 전력 파일만
2024-08-31,23,2642,2593.3,1단계: 전력 파일만
2024-08-31,24,2422,2373.1,1단계: 전력 파일만
2024-08-01,1,2452,2476.8,2단계: + 기상
2024-08-01,2,2197,2233.6,2단계: + 기상
2024-08-01,3,2047,2070.3,2단계: + 기상
2024-08-01,4,1955,1982.4,2단계: + 기상
2024-08-01,5,1943,1929.4,2단계: + 기상
2024-08-01,6,2048,2062.3,2단계: + 기상
2024-08-01,7,2351,2418.5,2단계: + 기상
2024-08-01,8,2776,2873.6,2단계: + 기상
2024-08-01,9,3224,3281.9,2단계: + 기상
2024-08-01,10,3591,3688.3,2단계: + 기상
2024-08-01,11,3797,3891.9,2단계: + 기상
2024-08-01,12,3894,4002.8,2단계: + 기상
2024-08-01,13,3941,4077.6,2단계: + 기상
2024-08-01,14,3996,4116.7,2단계: + 기상
2024-08-01,15,4036,4092.9,2단계: + 기상
2024-08-01,16,4032,4108.6,2단계: + 기상
2024-08-01,17,4057,4088.0,2단계: + 기상
2024-08-01,18,4050,4067.4,2단계: + 기상
2024-08-01,19,3927,3928.4,2단계: + 기상
2024-08-01,20,3839,3789.9,2단계: + 기상
2024-08-01,21,3669,3603.7,2단계: + 기상
2024-08-01,22,3402,3302.0,2단계: + 기상
2024-08-01,23,3095,3093.6,2단계: + 기상
2024-08-01,24,2802,2776.7,2단계: + 기상
2024-08-02,1,2501,2564.3,2단계: + 기상
2024-08-02,2,2241,2302.6,2단계: + 기상
2024-08-02,3,2084,2134.8,2단계: + 기상
2024-08-02,4,1991,2044.2,2단계: + 기상
2024-08-02,5,1973,2007.9,2단계: + 기상
2024-08-02,6,2090,2106.1,2단계: + 기상
2024-08-02,7,2393,2427.9,2단계: + 기상
2024-08-02,8,2825,2858.2,2단계: + 기상
2024-08-02,9,3272,3224.1,2단계: + 기상
2024-08-02,10,3617,3595.4,2단계: + 기상
2024-08-02,11,3790,3769.6,2단계: + 기상
2024-08-02,12,3883,3904.4,2단계: + 기상
2024-08-02,13,3936,4006.9,2단계: + 기상
2024-08-02,14,4014,4034.0,2단계: + 기상
2024-08-02,15,4000,4082.2,2단계: + 기상
2024-08-02,16,3999,4065.7,2단계: + 기상
2024-08-02,17,4031,4059.8,2단계: + 기상
2024-08-02,18,4011,4015.0,2단계: + 기상
2024-08-02,19,3860,3875.7,2단계: + 기상
2024-08-02,20,3770,3740.2,2단계: + 기상
2024-08-02,21,3609,3547.8,2단계: + 기상
2024-08-02,22,3351,3310.2,2단계: + 기상
2024-08-02,23,3067,3107.9,2단계: + 기상
2024-08-02,24,2815,2779.3,2단계: + 기상
2024-08-03,1,2528,2360.4,2단계: + 기상
2024-08-03,2,2256,2199.4,2단계: + 기상
2024-08-03,3,2086,2030.2,2단계: + 기상
2024-08-03,4,1980,1963.8,2단계: + 기상
2024-08-03,5,1940,1930.2,2단계: + 기상
2024-08-03,6,1978,1939.2,2단계: + 기상
2024-08-03,7,2114,2048.3,2단계: + 기상
2024-08-03,8,2348,2312.6,2단계: + 기상
2024-08-03,9,2654,2657.9,2단계: + 기상
2024-08-03,10,3023,3097.1,2단계: + 기상
2024-08-03,11,3324,3276.8,2단계: + 기상
2024-08-03,12,3478,3409.6,2단계: + 기상
2024-08-03,13,3564,3458.1,2단계: + 기상
2024-08-03,14,3603,3517.3,2단계: + 기상
2024-08-03,15,3600,3547.4,2단계: + 기상
2024-08-03,16,3588,3550.0,2단계: + 기상
2024-08-03,17,3597,3580.6,2단계: + 기상
2024-08-03,18,3610,3567.7,2단계: + 기상
2024-08-03,19,3583,3541.5,2단계: + 기상
2024-08-03,20,3544,3563.1,2단계: + 기상
2024-08-03,21,3437,3418.8,2단계: + 기상
2024-08-03,22,3225,3239.7,2단계: + 기상
2024-08-03,23,2974,2944.1,2단계: + 기상
2024-08-03,24,2735,2707.0,2단계: + 기상
2024-08-04,1,2450,2351.5,2단계: + 기상
2024-08-04,2,2220,2096.7,2단계: + 기상
2024-08-04,3,2061,1971.9,2단계: + 기상
2024-08-04,4,1955,1908.6,2단계: + 기상
2024-08-04,5,1912,1875.8,2단계: + 기상
2024-08-04,6,1936,1870.8,2단계: + 기상
2024-08-04,7,2063,1854.5,2단계: + 기상
2024-08-04,8,2296,2128.5,2단계: + 기상
2024-08-04,9,2613,2478.9,2단계: + 기상
2024-08-04,10,2970,2858.6,2단계: + 기상
2024-08-04,11,3261,3138.5,2단계: + 기상
2024-08-04,12,3405,3275.9,2단계: + 기상
2024-08-04,13,3511,3364.9,2단계: + 기상
2024-08-04,14,3574,3439.4,2단계: + 기상
2024-08-04,15,3579,3439.2,2단계: + 기상
2024-08-04,16,3577,3424.3,2단계: + 기상
2024-08-04,17,3606,3483.7,2단계: + 기상
2024-08-04,18,3663,3537.0,2단계: + 기상
2024-08-04,19,3682,3490.3,2단계: + 기상
2024-08-04,20,3673,3613.7,2단계: + 기상
2024-08-04,21,3585,3432.5,2단계: + 기상
2024-08-04,22,3379,3189.9,2단계: + 기상
2024-08-04,23,3106,2946.9,2단계: + 기상
2024-08-04,24,2819,2693.8,2단계: + 기상
2024-08-05,1,2491,2615.1,2단계: + 기상
2024-08-05,2,2213,2292.4,2단계: + 기상
2024-08-05,3,2067,2131.9,2단계: + 기상
2024-08-05,4,1995,2021.9,2단계: + 기상
2024-08-05,5,1993,2010.6,2단계: + 기상
2024-08-05,6,2123,2101.8,2단계: + 기상
2024-08-05,7,2441,2444.2,2단계: + 기상
2024-08-05,8,2892,2876.6,2단계: + 기상
2024-08-05,9,3396,3334.8,2단계: + 기상
2024-08-05,10,3835,3773.7,2단계: + 기상
2024-08-05,11,4096,3906.1,2단계: + 기상
2024-08-05,12,4180,4072.4,2단계: + 기상
2024-08-05,13,4213,4140.3,2단계: + 기상
2024-08-05,14,4234,4201.5,2단계: + 기상
2024-08-05,15,4188,4214.7,2단계: + 기상
2024-08-05,16,4225,4177.8,2단계: + 기상
2024-08-05,17,4176,4209.4,2단계: + 기상
2024-08-05,18,4148,4196.5,2단계: + 기상
2024-08-05,19,4041,3948.2,2단계: + 기상
2024-08-05,20,3919,3853.3,2단계: + 기상
2024-08-05,21,3719,3690.2,2단계: + 기상
2024-08-05,22,3437,3490.0,2단계: + 기상
2024-08-05,23,3089,3109.9,2단계: + 기상
2024-08-05,24,2732,2727.8,2단계: + 기상
2024-08-06,1,2421,2438.9,2단계: + 기상
2024-08-06,2,2185,2196.8,2단계: + 기상
2024-08-06,3,2043,2052.5,2단계: + 기상
2024-08-06,4,1952,1949.6,2단계: + 기상
2024-08-06,5,1931,1934.9,2단계: + 기상
2024-08-06,6,2055,2052.0,2단계: + 기상
2024-08-06,7,2371,2408.0,2단계: + 기상
2024-08-06,8,2810,2836.2,2단계: + 기상
2024-08-06,9,3257,3214.0,2단계: + 기상
2024-08-06,10,3561,3640.6,2단계: + 기상
2024-08-06,11,3739,3867.7,2단계: + 기상
2024-08-06,12,3853,4014.1,2단계: + 기상
2024-08-06,13,3940,4120.7,2단계: + 기상
2024-08-06,14,4024,4167.5,2단계: + 기상
2024-08-06,15,4042,4187.2,2단계: + 기상
2024-08-06,16,4090,4204.7,2단계: + 기상
2024-08-06,17,4105,4227.0,2단계: + 기상
2024-08-06,18,4109,4222.6,2단계: + 기상
2024-08-06,19,3981,4107.9,2단계: + 기상
2024-08-06,20,3907,4012.1,2단계: + 기상
2024-08-06,21,3732,3812.0,2단계: + 기상
2024-08-06,22,3447,3547.4,2단계: + 기상
2024-08-06,23,3126,3192.1,2단계: + 기상
2024-08-06,24,2823,2890.1,2단계: + 기상
2024-08-07,1,2504,2543.9,2단계: + 기상
2024-08-07,2,2237,2263.9,2단계: + 기상
2024-08-07,3,2076,2105.5,2단계: + 기상
2024-08-07,4,1982,2003.0,2단계: + 기상
2024-08-07,5,1962,1943.3,2단계: + 기상
2024-08-07,6,2091,2083.9,2단계: + 기상
2024-08-07,7,2414,2409.8,2단계: + 기상
2024-08-07,8,2879,2906.3,2단계: + 기상
2024-08-07,9,3395,3264.2,2단계: + 기상
2024-08-07,10,3780,3638.6,2단계: + 기상
2024-08-07,11,3870,3742.2,2단계: + 기상
2024-08-07,12,3919,3892.7,2단계: + 기상
2024-08-07,13,4033,3957.9,2단계: + 기상
2024-08-07,14,4116,4080.8,2단계: + 기상
2024-08-07,15,4157,4078.4,2단계: + 기상
2024-08-07,16,4154,4091.3,2단계: + 기상
2024-08-07,17,4150,4124.9,2단계: + 기상
2024-08-07,18,4136,4152.2,2단계: + 기상
2024-08-07,19,3968,3947.5,2단계: + 기상
2024-08-07,20,3871,3852.0,2단계: + 기상
2024-08-07,21,3669,3632.0,2단계: + 기상
2024-08-07,22,3374,3379.2,2단계: + 기상
2024-08-07,23,3054,3065.3,2단계: + 기상
2024-08-07,24,2757,2795.3,2단계: + 기상
2024-08-08,1,2455,2530.4,2단계: + 기상
2024-08-08,2,2211,2249.9,2단계: + 기상
2024-08-08,3,2065,2108.6,2단계: + 기상
2024-08-08,4,1977,1994.9,2단계: + 기상
2024-08-08,5,1965,1967.0,2단계: + 기상
2024-08-08,6,2082,2061.4,2단계: + 기상
2024-08-08,7,2411,2417.9,2단계: + 기상
2024-08-08,8,2847,2892.6,2단계: + 기상
2024-08-08,9,3289,3218.1,2단계: + 기상
2024-08-08,10,3634,3493.7,2단계: + 기상
2024-08-08,11,3867,3728.4,2단계: + 기상
2024-08-08,12,3955,3836.3,2단계: + 기상
2024-08-08,13,3985,3898.1,2단계: + 기상
2024-08-08,14,3971,3946.3,2단계: + 기상
2024-08-08,15,3977,3969.8,2단계: + 기상
2024-08-08,16,3938,3992.2,2단계: + 기상
2024-08-08,17,3971,4007.1,2단계: + 기상
2024-08-08,18,3973,4001.2,2단계: + 기상
2024-08-08,19,3825,3887.1,2단계: + 기상
2024-08-08,20,3734,3789.2,2단계: + 기상
2024-08-08,21,3560,3548.4,2단계: + 기상
2024-08-08,22,3289,3263.8,2단계: + 기상
2024-08-08,23,2984,2981.5,2단계: + 기상
2024-08-08,24,2694,2705.6,2단계: + 기상
2024-08-09,1,2394,2508.2,2단계: + 기상
2024-08-09,2,2151,2244.0,2단계: + 기상
2024-08-09,3,2004,2080.5,2단계: + 기상
2024-08-09,4,1915,1986.9,2단계: + 기상
2024-08-09,5,1904,1968.0,2단계: + 기상
2024-08-09,6,2027,2057.2,2단계: + 기상
2024-08-09,7,2346,2407.7,2단계: + 기상
2024-08-09,8,2793,2824.3,2단계: + 기상
2024-08-09,9,3293,3265.6,2단계: + 기상
2024-08-09,10,3699,3622.0,2단계: + 기상
2024-08-09,11,3941,3861.4,2단계: + 기상
2024-08-09,12,4045,3955.9,2단계: + 기상
2024-08-09,13,4106,4041.0,2단계: + 기상
2024-08-09,14,4151,4127.4,2단계: + 기상
2024-08-09,15,4164,4124.0,2단계: + 기상
2024-08-09,16,4133,4135.8,2단계: + 기상
2024-08-09,17,4102,4120.3,2단계: + 기상
2024-08-09,18,4040,4160.7,2단계: + 기상
2024-08-09,19,3860,4010.4,2단계: + 기상
2024-08-09,20,3766,3845.9,2단계: + 기상
2024-08-09,21,3605,3702.4,2단계: + 기상
2024-08-09,22,3336,3347.8,2단계: + 기상
2024-08-09,23,3046,3040.1,2단계: + 기상
2024-08-09,24,2780,2783.8,2단계: + 기상
2024-08-10,1,2489,2391.6,2단계: + 기상
2024-08-10,2,2230,2132.8,2단계: + 기상
2024-08-10,3,2061,1989.1,2단계: + 기상
2024-08-10,4,1960,1925.8,2단계: + 기상
2024-08-10,5,1922,1898.4,2단계: + 기상
2024-08-10,6,1961,1917.7,2단계: + 기상
