day,hour,y,yhat,특징
2024-08-01,14,3996,4060.5,1단계: 전력 파일만
2024-08-01,15,4036,4052.5,1단계: 전력 파일만
2024-08-01,16,4032,4042.6,1단계: 전력 파일만
2024-08-01,17,4057,4008.4,1단계: 전력 파일만
2024-08-01,18,4050,3974.7,1단계: 전력 파일만
2024-08-01,19,3927,3801.6,1단계: 전력 파일만
2024-08-01,20,3839,3719.6,1단계: 전력 파일만
2024-08-01,21,3669,3594.2,1단계: 전력 파일만
2024-08-01,22,3402,3260.0,1단계: 전력 파일만
2024-08-01,23,3095,3024.6,1단계: 전력 파일만
2024-08-01,24,2802,2721.1,1단계: 전력 파일만
2024-08-02,1,2501,2525.7,1단계: 전력 파일만
2024-08-02,2,2241,2268.9,1단계: 전력 파일만
2024-08-02,3,2084,2077.1,1단계: 전력 파일만
2024-08-02,4,1991,1982.8,1단계: 전력 파일만
2024-08-02,5,1973,1975.5,1단계: 전력 파일만
2024-08-02,6,2090,2091.6,1단계: 전력 파일만
2024-08-02,7,2393,2391.5,1단계: 전력 파일만
2024-08-02,8,2825,2845.8,1단계: 전력 파일만
2024-08-02,9,3272,3305.8,1단계: 전력 파일만
2024-08-02,10,3617,3724.2,1단계: 전력 파일만
2024-08-02,11,3790,3914.0,1단계: 전력 파일만
2024-08-02,12,3883,4024.2,1단계: 전력 파일만
2024-08-02,13,3936,4083.4,1단계: 전력 파일만
2024-08-02,14,4014,4120.6,1단계: 전력 파일만
2024-08-02,15,4000,4111.3,1단계: 전력 파일만
2024-08-02,16,3999,4101.8,1단계: 전력 파일만
2024-08-02,17,4031,4057.1,1단계: 전력 파일만
2024-08-02,18,4011,4024.4,1단계: 전력 파일만
2024-08-02,19,3860,3913.8,1단계: 전력 파일만
2024-08-02,20,3770,3823.4,1단계: 전력 파일만
2024-08-02,21,3609,3608.8,1단계: 전력 파일만
2024-08-02,22,3351,3377.4,1단계: 전력 파일만
2024-08-02,23,3067,3144.3,1단계: 전력 파일만
2024-08-02,24,2815,2816.4,1단계: 전력 파일만
2024-08-03,1,2528,2285.4,1단계: 전력 파일만
2024-08-03,2,2256,2176.1,1단계: 전력 파일만
2024-08-03,3,2086,2030.1,1단계: 전력 파일만
2024-08-03,4,1980,1995.8,1단계: 전력 파일만
2024-08-03,5,1940,1964.4,1단계: 전력 파일만
2024-08-03,6,1978,1996.0,1단계: 전력 파일만
2024-08-03,7,2114,2084.0,1단계: 전력 파일만
2024-08-03,8,2348,2335.7,1단계: 전력 파일만
2024-08-03,9,2654,2672.6,1단계: 전력 파일만
2024-08-03,10,3023,3055.4,1단계: 전력 파일만
2024-08-03,11,3324,3228.7,1단계: 전력 파일만
2024-08-03,12,3478,3324.4,1단계: 전력 파일만
2024-08-03,13,3564,3400.2,1단계: 전력 파일만
2024-08-03,14,3603,3443.9,1단계: 전력 파일만
2024-08-03,15,3600,3445.8,1단계: 전력 파일만
2024-08-03,16,3588,3436.4,1단계: 전력 파일만
2024-08-03,17,3597,3461.5,1단계: 전력 파일만
2024-08-03,18,3610,3475.4,1단계: 전력 파일만
2024-08-03,19,3583,3477.6,1단계: 전력 파일만
2024-08-03,20,3544,3456.8,1단계: 전력 파일만
2024-08-03,21,3437,3277.9,1단계: 전력 파일만
2024-08-03,22,3225,3134.3,1단계: 전력 파일만
2024-08-03,23,2974,2890.1,1단계: 전력 파일만
2024-08-03,24,2735,2675.8,1단계: 전력 파일만
2024-08-04,1,2450,2354.6,1단계: 전력 파일만
2024-08-04,2,2220,2156.7,1단계: 전력 파일만
2024-08-04,3,2061,2011.5,1단계: 전력 파일만
2024-08-04,4,1955,1942.3,1단계: 전력 파일만
2024-08-04,5,1912,1895.7,1단계: 전력 파일만
2024-08-04,6,1936,1924.7,1단계: 전력 파일만
2024-08-04,7,2063,2030.8,1단계: 전력 파일만
2024-08-04,8,2296,2116.7,1단계: 전력 파일만
2024-08-04,9,2613,2445.1,1단계: 전력 파일만
2024-08-04,10,2970,2882.8,1단계: 전력 파일만
2024-08-04,11,3261,3105.1,1단계: 전력 파일만
2024-08-04,12,3405,3265.4,1단계: 전력 파일만
2024-08-04,13,3511,3361.0,1단계: 전력 파일만
2024-08-04,14,3574,3433.4,1단계: 전력 파일만
2024-08-04,15,3579,3445.5,1단계: 전력 파일만
2024-08-04,16,3577,3440.5,1단계: 전력 파일만
2024-08-04,17,3606,3460.9,1단계: 전력 파일만
2024-08-04,18,3663,3478.2,1단계: 전력 파일만
2024-08-04,19,3682,3481.2,1단계: 전력 파일만
2024-08-04,20,3673,3390.0,1단계: 전력 파일만
2024-08-04,21,3585,3316.5,1단계: 전력 파일만
2024-08-04,22,3379,3124.3,1단계: 전력 파일만
2024-08-04,23,3106,2817.5,1단계: 전력 파일만
2024-08-04,24,2819,2639.5,1단계: 전력 파일만
2024-08-05,1,2491,2564.6,1단계: 전력 파일만
2024-08-05,2,2213,2312.2,1단계: 전력 파일만
2024-08-05,3,2067,2103.1,1단계: 전력 파일만
2024-08-05,4,1995,2013.0,1단계: 전력 파일만
2024-08-05,5,1993,1990.2,1단계: 전력 파일만
2024-08-05,6,2123,2123.6,1단계: 전력 파일만
2024-08-05,7,2441,2431.8,1단계: 전력 파일만
2024-08-05,8,2892,2917.3,1단계: 전력 파일만
2024-08-05,9,3396,3332.3,1단계: 전력 파일만
2024-08-05,10,3835,3692.0,1단계: 전력 파일만
2024-08-05,11,4096,3887.9,1단계: 전력 파일만
2024-08-05,12,4180,3999.0,1단계: 전력 파일만
2024-08-05,13,4213,4101.6,1단계: 전력 파일만
2024-08-05,14,4234,4159.8,1단계: 전력 파일만
2024-08-05,15,4188,4164.6,1단계: 전력 파일만
2024-08-05,16,4225,4165.4,1단계: 전력 파일만
2024-08-05,17,4176,4173.2,1단계: 전력 파일만
2024-08-05,18,4148,4153.3,1단계: 전력 파일만
2024-08-05,19,4041,3969.2,1단계: 전력 파일만
2024-08-05,20,3919,3871.4,1단계: 전력 파일만
2024-08-05,21,3719,3744.8,1단계: 전력 파일만
2024-08-05,22,3437,3481.5,1단계: 전력 파일만
2024-08-05,23,3089,3132.4,1단계: 전력 파일만
2024-08-05,24,2732,2930.5,1단계: 전력 파일만
2024-08-06,1,2421,2511.0,1단계: 전력 파일만
2024-08-06,2,2185,2233.4,1단계: 전력 파일만
2024-08-06,3,2043,2090.2,1단계: 전력 파일만
2024-08-06,4,1952,1991.0,1단계: 전력 파일만
2024-08-06,5,1931,1988.7,1단계: 전력 파일만
2024-08-06,6,2055,2119.5,1단계: 전력 파일만
2024-08-06,7,2371,2424.5,1단계: 전력 파일만
2024-08-06,8,2810,2911.6,1단계: 전력 파일만
2024-08-06,9,3257,3420.0,1단계: 전력 파일만
2024-08-06,10,3561,3872.4,1단계: 전력 파일만
2024-08-06,11,3739,4158.1,1단계: 전력 파일만
2024-08-06,12,3853,4266.9,1단계: 전력 파일만
2024-08-06,13,3940,4309.0,1단계: 전력 파일만
2024-08-06,14,4024,4361.7,1단계: 전력 파일만
2024-08-06,15,4042,4362.8,1단계: 전력 파일만
2024-08-06,16,4090,4360.6,1단계: 전력 파일만
2024-08-06,17,4105,4379.9,1단계: 전력 파일만
2024-08-06,18,4109,4230.5,1단계: 전력 파일만
2024-08-06,19,3981,4103.3,1단계: 전력 파일만
2024-08-06,20,3907,4018.8,1단계: 전력 파일만
2024-08-06,21,3732,3866.6,1단계: 전력 파일만
2024-08-06,22,3447,3583.8,1단계: 전력 파일만
2024-08-06,23,3126,3224.3,1단계: 전력 파일만
2024-08-06,24,2823,2927.8,1단계: 전력 파일만
2024-08-07,1,2504,2473.7,1단계: 전력 파일만
2024-08-07,2,2237,2189.5,1단계: 전력 파일만
2024-08-07,3,2076,2048.9,1단계: 전력 파일만
2024-08-07,4,1982,1944.7,1단계: 전력 파일만
2024-08-07,5,1962,1928.7,1단계: 전력 파일만
2024-08-07,6,2091,2061.1,1단계: 전력 파일만
2024-08-07,7,2414,2338.9,1단계: 전력 파일만
2024-08-07,8,2879,2831.9,1단계: 전력 파일만
2024-08-07,9,3395,3172.0,1단계: 전력 파일만
2024-08-07,10,3780,3539.0,1단계: 전력 파일만
2024-08-07,11,3870,3710.5,1단계: 전력 파일만
2024-08-07,12,3919,3837.4,1단계: 전력 파일만
2024-08-07,13,4033,3900.3,1단계: 전력 파일만
2024-08-07,14,4116,3967.8,1단계: 전력 파일만
2024-08-07,15,4157,3977.5,1단계: 전력 파일만
2024-08-07,16,4154,3986.7,1단계: 전력 파일만
2024-08-07,17,4150,4013.8,1단계: 전력 파일만
2024-08-07,18,4136,4006.9,1단계: 전력 파일만
2024-08-07,19,3968,3879.2,1단계: 전력 파일만
2024-08-07,20,3871,3780.3,1단계: 전력 파일만
2024-08-07,21,3669,3600.2,1단계: 전력 파일만
2024-08-07,22,3374,3335.0,1단계: 전력 파일만
2024-08-07,23,3054,3052.0,1단계: 전력 파일만
2024-08-07,24,2757,2764.4,1단계: 전력 파일만
2024-08-08,1,2455,2418.1,1단계: 전력 파일만
2024-08-08,2,2211,2121.3,1단계: 전력 파일만
2024-08-08,3,2065,1967.2,1단계: 전력 파일만
2024-08-08,4,1977,1870.4,1단계: 전력 파일만
2024-08-08,5,1965,1838.5,1단계: 전력 파일만
2024-08-08,6,2082,1964.7,1단계: 전력 파일만
2024-08-08,7,2411,2270.6,1단계: 전력 파일만
2024-08-08,8,2847,2716.6,1단계: 전력 파일만
2024-08-08,9,3289,3203.9,1단계: 전력 파일만
2024-08-08,10,3634,3294.9,1단계: 전력 파일만
2024-08-08,11,3867,3472.8,1단계: 전력 파일만
2024-08-08,12,3955,3577.3,1단계: 전력 파일만
2024-08-08,13,3985,3657.7,1단계: 전력 파일만
2024-08-08,14,3971,3711.2,1단계: 전력 파일만
2024-08-08,15,3977,3717.4,1단계: 전력 파일만
2024-08-08,16,3938,3727.8,1단계: 전력 파일만
2024-08-08,17,3971,3746.9,1단계: 전력 파일만
2024-08-08,18,3973,3737.6,1단계: 전력 파일만
2024-08-08,19,3825,3601.7,1단계: 전력 파일만
2024-08-08,20,3734,3502.1,1단계: 전력 파일만
2024-08-08,21,3560,3146.9,1단계: 전력 파일만
2024-08-08,22,3289,3098.0,1단계: 전력 파일만
2024-08-08,23,2984,2909.5,1단계: 전력 파일만
2024-08-08,24,2694,2628.1,1단계: 전력 파일만
2024-08-09,1,2394,2493.4,1단계: 전력 파일만
2024-08-09,2,2151,2197.6,1단계: 전력 파일만
2024-08-09,3,2004,2034.6,1단계: 전력 파일만
2024-08-09,4,1915,1934.2,1단계: 전력 파일만
2024-08-09,5,1904,1918.9,1단계: 전력 파일만
2024-08-09,6,2027,2027.2,1단계: 전력 파일만
2024-08-09,7,2346,2337.2,1단계: 전력 파일만
2024-08-09,8,2793,2774.9,1단계: 전력 파일만
2024-08-09,9,3293,3190.6,1단계: 전력 파일만
2024-08-09,10,3699,3313.2,1단계: 전력 파일만
2024-08-09,11,3941,3757.3,1단계: 전력 파일만
2024-08-09,12,4045,3860.2,1단계: 전력 파일만
2024-08-09,13,4106,3930.6,1단계: 전력 파일만
2024-08-09,14,4151,3975.0,1단계: 전력 파일만
2024-08-09,15,4164,3978.6,1단계: 전력 파일만
2024-08-09,16,4133,3980.5,1단계: 전력 파일만
2024-08-09,17,4102,3988.8,1단계: 전력 파일만
2024-08-09,18,4040,3973.1,1단계: 전력 파일만
2024-08-09,19,3860,3775.2,1단계: 전력 파일만
2024-08-09,20,3766,3640.9,1단계: 전력 파일만
2024-08-09,21,3605,3307.8,1단계: 전력 파일만
2024-08-09,22,3336,3080.7,1단계: 전력 파일만
2024-08-09,23,3046,2888.5,1단계: 전력 파일만
2024-08-09,24,2780,2641.7,1단계: 전력 파일만
2024-08-10,1,2489,2137.1,1단계: 전력 파일만
2024-08-10,2,2230,2001.1,1단계: 전력 파일만
2024-08-10,3,2061,1885.6,1단계: 전력 파일만
2024-08-10,4,1960,1805.1,1단계: 전력 파일만
2024-08-10,5,1922,1792.3,1단계: 전력 파일만
2024-08-10,6,1961,1830.4,1단계: 전력 파일만
2024-08-10,7,2108,1920.6,1단계: 전력 파일만
2024-08-10,8,2341,2156.3,1단계: 전력 파일만
2024-08-10,9,2678,2605.2,1단계: 전력 파일만
2024-08-10,10,3081,2873.4,1단계: 전력 파일만
2024-08-10,11,3394,3270.6,1단계: 전력 파일만
2024-08-10,12,3559,3392.1,1단계: 전력 파일만
2024-08-10,13,3621,3475.3,1단계: 전력 파일만
2024-08-10,14,3620,3517.8,1단계: 전력 파일만
2024-08-10,15,3595,3515.5,1단계: 전력 파일만
2024-08-10,16,3565,3516.0,1단계: 전력 파일만
2024-08-10,17,3520,3513.6,1단계: 전력 파일만
2024-08-10,18,3524,3605.2,1단계: 전력 파일만
2024-08-10,19,3521,3505.8,1단계: 전력 파일만
2024-08-10,20,3489,3463.6,1단계: 전력 파일만
2024-08-10,21,3390,3242.2,1단계: 전력 파일만
2024-08-10,22,3188,2972.4,1단계: 전력 파일만
2024-08-10,23,2938,2834.5,1단계: 전력 파일만
2024-08-10,24,2697,2528.6,1단계: 전력 파일만
2024-08-11,1,2425,2308.8,1단계: 전력 파일만
2024-08-11,2,2207,2082.6,1단계: 전력 파일만
2024-08-11,3,2057,1990.9,1단계: 전력 파일만
2024-08-11,4,1959,1898.5,1단계: 전력 파일만
2024-08-11,5,1912,1860.3,1단계: 전력 파일만
2024-08-11,6,1932,1894.3,1단계: 전력 파일만
2024-08-11,7,2058,1978.3,1단계: 전력 파일만
2024-08-11,8,2272,2151.0,1단계: 전력 파일만
2024-08-11,9,2540,2410.4,1단계: 전력 파일만
2024-08-11,10,2863,2808.2,1단계: 전력 파일만
2024-08-11,11,3133,3043.3,1단계: 전력 파일만
2024-08-11,12,3275,3250.4,1단계: 전력 파일만
2024-08-11,13,3367,3331.2,1단계: 전력 파일만
2024-08-11,14,3421,3382.6,1단계: 전력 파일만
2024-08-11,15,3436,3376.1,1단계: 전력 파일만
2024-08-11,16,3442,3365.7,1단계: 전력 파일만
2024-08-11,17,3452,3365.7,1단계: 전력 파일만
2024-08-11,18,3486,3116.4,1단계: 전력 파일만
2024-08-11,19,3520,3224.4,1단계: 전력 파일만
2024-08-11,20,3519,3074.6,1단계: 전력 파일만
2024-08-11,21,3428,2958.0,1단계: 전력 파일만
2024-08-11,22,3236,2835.5,1단계: 전력 파일만
2024-08-11,23,2970,2631.2,1단계: 전력 파일만
2024-08-11,24,2699,2374.1,1단계: 전력 파일만
2024-08-12,1,2397,2435.3,1단계: 전력 파일만
2024-08-12,2,2183,2151.4,1단계: 전력 파일만
2024-08-12,3,2042,1985.0,1단계: 전력 파일만
2024-08-12,4,1967,1864.4,1단계: 전력 파일만
2024-08-12,5,1971,1849.3,1단계: 전력 파일만
2024-08-12,6,2115,1986.6,1단계: 전력 파일만
2024-08-12,7,2470,2334.9,1단계: 전력 파일만
2024-08-12,8,2969,2820.5,1단계: 전력 파일만
2024-08-12,9,3519,3221.4,1단계: 전력 파일만
2024-08-12,10,3945,3463.4,1단계: 전력 파일만
2024-08-12,11,4189,3597.4,1단계: 전력 파일만
2024-08-12,12,4293,3689.7,1단계: 전력 파일만
2024-08-12,13,4355,3774.9,1단계: 전력 파일만
2024-08-12,14,4374,3844.1,1단계: 전력 파일만
2024-08-12,15,4350,3764.5,1단계: 전력 파일만
2024-08-12,16,4291,3805.5,1단계: 전력 파일만
2024-08-12,17,4277,3858.5,1단계: 전력 파일만
2024-08-12,18,4251,3828.7,1단계: 전력 파일만
2024-08-12,19,4141,3688.6,1단계: 전력 파일만
2024-08-12,20,4052,3591.2,1단계: 전력 파일만
2024-08-12,21,3868,3322.5,1단계: 전력 파일만
2024-08-12,22,3562,3151.7,1단계: 전력 파일만
2024-08-12,23,3224,2915.1,1단계: 전력 파일만
2024-08-12,24,2896,2649.8,1단계: 전력 파일만
2024-08-13,1,2574,2516.1,1단계: 전력 파일만
2024-08-13,2,2309,2241.4,1단계: 전력 파일만
2024-08-13,3,2158,2112.0,1단계: 전력 파일만
2024-08-13,4,2066,2012.8,1단계: 전력 파일만
2024-08-13,5,2046,2008.5,1단계: 전력 파일만
2024-08-13,6,2177,2118.8,1단계: 전력 파일만
2024-08-13,7,2522,2465.4,1단계: 전력 파일만
2024-08-13,8,3019,3013.6,1단계: 전력 파일만
2024-08-13,9,3572,3513.5,1단계: 전력 파일만
2024-08-13,10,3998,3897.7,1단계: 전력 파일만
2024-08-13,11,4250,4031.3,1단계: 전력 파일만
2024-08-13,12,4360,4116.9,1단계: 전력 파일만
2024-08-13,13,4423,4187.4,1단계: 전력 파일만
2024-08-13,14,4470,4292.9,1단계: 전력 파일만
2024-08-13,15,4481,4295.8,1단계: 전력 파일만
2024-08-13,16,4466,4337.9,1단계: 전력 파일만
2024-08-13,17,4436,4330.8,1단계: 전력 파일만
2024-08-13,18,4318,4315.6,1단계: 전력 파일만
2024-08-13,19,4119,4185.8,1단계: 전력 파일만
2024-08-13,20,4037,4107.3,1단계: 전력 파일만
2024-08-13,21,3873,3927.8,1단계: 전력 파일만
2024-08-13,22,3600,3602.5,1단계: 전력 파일만
2024-08-13,23,3277,3273.9,1단계: 전력 파일만
2024-08-13,24,2957,2962.9,1단계: 전력 파일만
2024-08-14,1,2632,2685.9,1단계: 전력 파일만
2024-08-14,2,2370,2388.9,1단계: 전력 파일만
2024-08-14,3,2214,2268.5,1단계: 전력 파일만
2024-08-14,4,2114,2148.2,1단계: 전력 파일만
2024-08-14,5,2095,2127.5,1단계: 전력 파일만
2024-08-14,6,2221,2274.6,1단계: 전력 파일만
2024-08-14,7,2575,2637.5,1단계: 전력 파일만
2024-08-14,8,3082,3122.4,1단계: 전력 파일만
2024-08-14,9,3617,3622.7,1단계: 전력 파일만
2024-08-14,10,4044,4028.5,1단계: 전력 파일만
2024-08-14,11,4302,4254.7,1단계: 전력 파일만
2024-08-14,12,4422,4360.1,1단계: 전력 파일만
2024-08-14,13,4479,4423.4,1단계: 전력 파일만
2024-08-14,14,4514,4446.8,1단계: 전력 파일만
2024-08-14,15,4526,4447.3,1단계: 전력 파일만
2024-08-14,16,4501,4410.2,1단계: 전력 파일만
2024-08-14,17,4462,4386.2,1단계: 전력 파일만
2024-08-14,18,4291,4346.7,1단계: 전력 파일만
2024-08-14,19,4000,4183.0,1단계: 전력 파일만
2024-08-14,20,3841,4095.4,1단계: 전력 파일만
2024-08-14,21,3641,3900.4,1단계: 전력 파일만
2024-08-14,22,3400,3658.7,1단계: 전력 파일만
2024-08-14,23,3122,3298.6,1단계: 전력 파일만
2024-08-14,24,2870,3039.5,1단계: 전력 파일만
2024-08-15,1,2597,2307.6,1단계: 전력 파일만
2024-08-15,2,2335,2173.7,1단계: 전력 파일만
2024-08-15,3,2171,2128.3,1단계: 전력 파일만
2024-08-15,4,2065,1999.4,1단계: 전력 파일만
2024-08-15,5,2025,2009.8,1단계: 전력 파일만
2024-08-15,6,2055,2082.6,1단계: 전력 파일만
2024-08-15,7,2174,2132.1,1단계: 전력 파일만
2024-08-15,8,2404,2481.7,1단계: 전력 파일만
2024-08-15,9,2690,2939.6,1단계: 전력 파일만
2024-08-15,10,3023,3301.9,1단계: 전력 파일만
2024-08-15,11,3319,3639.9,1단계: 전력 파일만
2024-08-15,12,3494,3778.5,1단계: 전력 파일만
2024-08-15,13,3597,3837.9,1단계: 전력 파일만
2024-08-15,14,3629,3860.5,1단계: 전력 파일만
2024-08-15,15,3649,3858.3,1단계: 전력 파일만
2024-08-15,16,3648,3831.5,1단계: 전력 파일만
2024-08-15,17,3617,3821.2,1단계: 전력 파일만
2024-08-15,18,3582,3787.6,1단계: 전력 파일만
2024-08-15,19,3551,3689.0,1단계: 전력 파일만
2024-08-15,20,3519,3662.5,1단계: 전력 파일만
2024-08-15,21,3425,3429.9,1단계: 전력 파일만
2024-08-15,22,3211,3212.8,1단계: 전력 파일만
2024-08-15,23,2958,2943.3,1단계: 전력 파일만
2024-08-15,24,2702,2672.0,1단계: 전력 파일만
2024-08-16,1,2406,2749.6,1단계: 전력 파일만
2024-08-16,2,2193,2437.8,1단계: 전력 파일만
2024-08-16,3,2059,2275.8,1단계: 전력 파일만
2024-08-16,4,1983,2146.3,1단계: 전력 파일만
2024-08-16,5,1977,2123.1,1단계: 전력 파일만
2024-08-16,6,2114,2227.6,1단계: 전력 파일만
2024-08-16,7,2439,2539.5,1단계: 전력 파일만
2024-08-16,8,2912,2960.6,1단계: 전력 파일만
2024-08-16,9,3437,3203.7,1단계: 전력 파일만
2024-08-16,10,3852,3604.4,1단계: 전력 파일만
2024-08-16,11,4093,4012.3,1단계: 전력 파일만
2024-08-16,12,4197,4238.8,1단계: 전력 파일만
2024-08-16,13,4250,4321.7,1단계: 전력 파일만
2024-08-16,14,4300,4329.1,1단계: 전력 파일만
2024-08-16,15,4308,4328.2,1단계: 전력 파일만
2024-08-16,16,4274,4269.7,1단계: 전력 파일만
2024-08-16,17,4246,4236.3,1단계: 전력 파일만
2024-08-16,18,4208,4203.5,1단계: 전력 파일만
2024-08-16,19,4013,3918.6,1단계: 전력 파일만
2024-08-16,20,3868,3795.7,1단계: 전력 파일만
2024-08-16,21,3665,3671.6,1단계: 전력 파일만
2024-08-16,22,3367,3424.0,1단계: 전력 파일만
2024-08-16,23,3075,3138.0,1단계: 전력 파일만
2024-08-16,24,2819,2869.0,1단계: 전력 파일만
2024-08-17,1,2541,2295.9,1단계: 전력 파일만
2024-08-17,2,2290,2211.6,1단계: 전력 파일만
2024-08-17,3,2126,2100.9,1단계: 전력 파일만
2024-08-17,4,2025,2012.0,1단계: 전력 파일만
2024-08-17,5,1982,1978.4,1단계: 전력 파일만
2024-08-17,6,2023,2069.8,1단계: 전력 파일만
2024-08-17,7,2162,2139.3,1단계: 전력 파일만
2024-08-17,8,2424,2407.9,1단계: 전력 파일만
2024-08-17,9,2784,2851.1,1단계: 전력 파일만
2024-08-17,10,3183,3344.2,1단계: 전력 파일만
2024-08-17,11,3477,3679.4,1단계: 전력 파일만
2024-08-17,12,3633,3824.7,1단계: 전력 파일만
2024-08-17,13,3711,3901.6,1단계: 전력 파일만
2024-08-17,14,3706,3940.3,1단계: 전력 파일만
2024-08-17,15,3684,3938.9,1단계: 전력 파일만
2024-08-17,16,3663,3915.1,1단계: 전력 파일만
2024-08-17,17,3646,3879.7,1단계: 전력 파일만
2024-08-17,18,3615,3821.3,1단계: 전력 파일만
2024-08-17,19,3531,3758.4,1단계: 전력 파일만
2024-08-17,20,3473,3728.7,1단계: 전력 파일만
2024-08-17,21,3346,3580.4,1단계: 전력 파일만
2024-08-17,22,3137,3278.0,1단계: 전력 파일만
2024-08-17,23,2905,3053.8,1단계: 전력 파일만
2024-08-17,24,2682,2740.7,1단계: 전력 파일만
2024-08-18,1,2425,2362.7,1단계: 전력 파일만
2024-08-18,2,2215,2113.8,1단계: 전력 파일만
2024-08-18,3,2064,2009.9,1단계: 전력 파일만
2024-08-18,4,1965,1926.5,1단계: 전력 파일만
2024-08-18,5,1928,1900.5,1단계: 전력 파일만
2024-08-18,6,1957,1954.0,1단계: 전력 파일만
2024-08-18,7,2074,2018.3,1단계: 전력 파일만
2024-08-18,8,2302,2219.9,1단계: 전력 파일만
2024-08-18,9,2591,2574.0,1단계: 전력 파일만
2024-08-18,10,2927,3123.8,1단계: 전력 파일만
2024-08-18,11,3210,3463.8,1단계: 전력 파일만
2024-08-18,12,3367,3611.9,1단계: 전력 파일만
2024-08-18,13,3499,3703.5,1단계: 전력 파일만
2024-08-18,14,3554,3696.3,1단계: 전력 파일만
2024-08-18,15,3555,3684.3,1단계: 전력 파일만
2024-08-18,16,3501,3650.9,1단계: 전력 파일만
2024-08-18,17,3523,3673.8,1단계: 전력 파일만
2024-08-18,18,3545,3675.9,1단계: 전력 파일만
2024-08-18,19,3572,3657.1,1단계: 전력 파일만
2024-08-18,20,3570,3648.2,1단계: 전력 파일만
2024-08-18,21,3433,3484.3,1단계: 전력 파일만
2024-08-18,22,3186,3352.0,1단계: 전력 파일만
2024-08-18,23,2927,3119.7,1단계: 전력 파일만
2024-08-18,24,2663,2834.8,1단계: 전력 파일만
2024-08-19,1,2369,2639.1,1단계: 전력 파일만
2024-08-19,2,2161,2406.6,1단계: 전력 파일만
2024-08-19,3,2034,2199.2,1단계: 전력 파일만
2024-08-19,4,1962,2113.7,1단계: 전력 파일만
2024-08-19,5,1967,2085.4,1단계: 전력 파일만
2024-08-19,6,2117,2234.7,1단계: 전력 파일만
2024-08-19,7,2480,2530.7,1단계: 전력 파일만
2024-08-19,8,2988,3038.8,1단계: 전력 파일만
2024-08-19,9,3545,3458.5,1단계: 전력 파일만
2024-08-19,10,3966,4053.5,1단계: 전력 파일만
2024-08-19,11,4210,4244.4,1단계: 전력 파일만
2024-08-19,12,4321,4382.0,1단계: 전력 파일만
2024-08-19,13,4388,4419.5,1단계: 전력 파일만
2024-08-19,14,4433,4454.4,1단계: 전력 파일만
2024-08-19,15,4443,4451.7,1단계: 전력 파일만
2024-08-19,16,4434,4389.6,1단계: 전력 파일만
2024-08-19,17,4393,4505.8,1단계: 전력 파일만
2024-08-19,18,4341,4364.0,1단계: 전력 파일만
2024-08-19,19,4056,4261.7,1단계: 전력 파일만
2024-08-19,20,3922,4162.3,1단계: 전력 파일만
2024-08-19,21,3750,3886.3,1단계: 전력 파일만
2024-08-19,22,3487,3620.7,1단계: 전력 파일만
2024-08-19,23,3156,3317.0,1단계: 전력 파일만
2024-08-19,24,2848,3027.9,1단계: 전력 파일만
2024-08-20,1,2543,2634.2,1단계: 전력 파일만
2024-08-20,2,2287,2350.9,1단계: 전력 파일만
2024-08-20,3,2143,2197.0,1단계: 전력 파일만
2024-08-20,4,2053,2111.6,1단계: 전력 파일만
2024-08-20,5,2049,2097.6,1단계: 전력 파일만
2024-08-20,6,2179,2214.0,1단계: 전력 파일만
2024-08-20,7,2530,2552.0,1단계: 전력 파일만
2024-08-20,8,3043,3095.8,1단계: 전력 파일만
2024-08-20,9,3591,3615.2,1단계: 전력 파일만
2024-08-20,10,4015,3907.2,1단계: 전력 파일만
2024-08-20,11,4271,4141.2,1단계: 전력 파일만
2024-08-20,12,4392,4242.0,1단계: 전력 파일만
2024-08-20,13,4477,4293.6,1단계: 전력 파일만
2024-08-20,14,4523,4310.8,1단계: 전력 파일만
2024-08-20,15,4528,4313.7,1단계: 전력 파일만
2024-08-20,16,4526,4301.4,1단계: 전력 파일만
2024-08-20,17,4527,4276.9,1단계: 전력 파일만
2024-08-20,18,4499,4153.5,1단계: 전력 파일만
2024-08-20,19,4346,3934.0,1단계: 전력 파일만
2024-08-20,20,4257,3820.0,1단계: 전력 파일만
2024-08-20,21,4062,3615.6,1단계: 전력 파일만
2024-08-20,22,3761,3500.1,1단계: 전력 파일만
2024-08-20,23,3403,3148.8,1단계: 전력 파일만
2024-08-20,24,3058,2885.3,1단계: 전력 파일만
2024-08-21,1,2713,2497.6,1단계: 전력 파일만
2024-08-21,2,2426,2222.6,1단계: 전력 파일만
2024-08-21,3,2222,2099.1,1단계: 전력 파일만
2024-08-21,4,2121,2008.6,1단계: 전력 파일만
2024-08-21,5,2108,1998.9,1단계: 전력 파일만
2024-08-21,6,2240,2109.6,1단계: 전력 파일만
2024-08-21,7,2576,2449.2,1단계: 전력 파일만
2024-08-21,8,3042,2950.5,1단계: 전력 파일만
2024-08-21,9,3502,3418.1,1단계: 전력 파일만
2024-08-21,10,3880,3760.4,1단계: 전력 파일만
2024-08-21,11,4049,4012.0,1단계: 전력 파일만
2024-08-21,12,4112,4142.5,1단계: 전력 파일만
2024-08-21,13,4134,4219.7,1단계: 전력 파일만
2024-08-21,14,4143,4263.8,1단계: 전력 파일만
2024-08-21,15,4145,4257.8,1단계: 전력 파일만
