기준일자,기준시,본부명,전력사용량,고객호수
2023-07-31,11,대전세종충남본부,7419,879188
2023-07-31,12,대전세종충남본부,7275,878673
2023-07-31,13,대전세종충남본부,7365,878796
2023-07-31,14,대전세종충남본부,7407,879096
2023-07-31,15,대전세종충남본부,7474,878657
2023-07-31,16,대전세종충남본부,7467,878568
2023-07-31,17,대전세종충남본부,7402,878952
2023-07-31,18,대전세종충남본부,7257,878842
2023-07-31,19,대전세종충남본부,7274,878933
2023-07-31,20,대전세종충남본부,7130,878349
2023-07-31,21,대전세종충남본부,7074,878079
2023-07-31,22,대전세종충남본부,6874,879836
2023-07-31,23,대전세종충남본부,6648,882679
2023-07-31,24,대전세종충남본부,6425,878528
2023-07-31,01,전북본부,1752,475145
2023-07-31,02,전북본부,1663,475058
2023-07-31,03,전북본부,1615,474411
2023-07-31,04,전북본부,1569,474490
2023-07-31,05,전북본부,1557,474797
2023-07-31,06,전북본부,1572,474602
2023-07-31,07,전북본부,1680,474566
2023-07-31,08,전북본부,1825,474485
2023-07-31,09,전북본부,2035,474499
2023-07-31,10,전북본부,2181,474627
2023-07-31,11,전북본부,2262,474867
2023-07-31,12,전북본부,2280,475016
2023-07-31,13,전북본부,2247,475142
2023-07-31,14,전북본부,2311,475107
2023-07-31,15,전북본부,2333,475097
2023-07-31,16,전북본부,2327,474890
2023-07-31,17,전북본부,2317,474743
2023-07-31,18,전북본부,2262,474991
2023-07-31,19,전북본부,2194,475137
2023-07-31,20,전북본부,2175,475371
2023-07-31,21,전북본부,2129,475208
2023-07-31,22,전북본부,2047,475348
2023-07-31,23,전북본부,2002,475440
2023-07-31,24,전북본부,1907,473913
2023-07-31,01,광주전남본부,3701,812352
2023-07-31,02,광주전남본부,3598,812211
2023-07-31,03,광주전남본부,3538,812180
2023-07-31,04,광주전남본부,3470,812151
2023-07-31,05,광주전남본부,3453,812426
2023-07-31,06,광주전남본부,3501,812314
2023-07-31,07,광주전남본부,3654,812598
2023-07-31,08,광주전남본부,3956,812545
2023-07-31,09,광주전남본부,4322,812553
2023-07-31,10,광주전남본부,4563,812629
2023-07-31,11,광주전남본부,4696,812822
2023-07-31,12,광주전남본부,4672,812889
2023-07-31,13,광주전남본부,4618,813075
2023-07-31,14,광주전남본부,4734,813181
2023-07-31,15,광주전남본부,4668,812990
2023-07-31,16,광주전남본부,4677,807548
2023-07-31,17,광주전남본부,4747,807832
2023-07-31,18,광주전남본부,4647,811434
2023-07-31,19,광주전남본부,4632,812513
2023-07-31,20,광주전남본부,4593,812703
2023-07-31,21,광주전남본부,4513,812362
2023-07-31,22,광주전남본부,4362,812306
2023-07-31,23,광주전남본부,4240,811909
2023-07-31,24,광주전남본부,4049,808190
2023-07-31,01,대구본부,3096,921159
2023-07-31,02,대구본부,2937,921146
2023-07-31,03,대구본부,2805,921233
2023-07-31,04,대구본부,2759,921307
2023-07-31,05,대구본부,2719,921326
2023-07-31,06,대구본부,2760,921578
2023-07-31,07,대구본부,2962,921583
2023-07-31,08,대구본부,3348,921542
2023-07-31,09,대구본부,3846,921525
2023-07-31,10,대구본부,4122,921497
2023-07-31,11,대구본부,4278,921382
2023-07-31,12,대구본부,4330,921741
2023-07-31,13,대구본부,4255,919550
2023-07-31,14,대구본부,4401,919902
2023-07-31,15,대구본부,4431,922621
2023-07-31,16,대구본부,4430,922956
2023-07-31,17,대구본부,4438,923160
2023-07-31,18,대구본부,4311,923287
2023-07-31,19,대구본부,4213,923120
2023-07-31,20,대구본부,4218,922908
2023-07-31,21,대구본부,4115,922870
2023-07-31,22,대구본부,3916,922687
2023-07-31,23,대구본부,3733,919146
2023-07-31,24,대구본부,3490,915599
2023-07-31,01,경북본부,1401,412952
2023-07-31,02,경북본부,1361,412929
2023-07-31,03,경북본부,1337,412978
2023-07-31,04,경북본부,1319,412901
2023-07-31,05,경북본부,1308,412934
2023-07-31,06,경북본부,1314,412951
2023-07-31,07,경북본부,1363,413078
2023-07-31,08,경북본부,1448,413020
2023-07-31,09,경북본부,1574,412917
2023-07-31,10,경북본부,1661,412313
2023-07-31,11,경북본부,1684,412311
2023-07-31,12,경북본부,1700,412456
2023-07-31,13,경북본부,1696,412689
2023-07-31,14,경북본부,1731,412826
2023-07-31,15,경북본부,1737,412955
2023-07-31,16,경북본부,1720,413089
2023-07-31,17,경북본부,1710,413026
2023-07-31,18,경북본부,1677,413405
2023-07-31,19,경북본부,1643,413390
2023-07-31,20,경북본부,1637,413199
2023-07-31,21,경북본부,1611,413266
2023-07-31,22,경북본부,1554,413434
2023-07-31,23,경북본부,1512,413487
2023-07-31,24,경북본부,1500,412684
2023-07-31,01,부산울산본부,6052,1093646
2023-07-31,02,부산울산본부,5827,1093768
2023-07-31,03,부산울산본부,5670,1093978
2023-07-31,04,부산울산본부,5575,1094036
2023-07-31,05,부산울산본부,5483,1094235
2023-07-31,06,부산울산본부,5487,1094079
2023-07-31,07,부산울산본부,5676,1094087
2023-07-31,08,부산울산본부,6187,1094015
2023-07-31,09,부산울산본부,6653,1093153
2023-07-31,10,부산울산본부,7111,1093137
2023-07-31,11,부산울산본부,7325,1093392
2023-07-31,12,부산울산본부,7393,1093167
2023-07-31,13,부산울산본부,7287,1093168
2023-07-31,14,부산울산본부,7495,1093021
2023-07-31,15,부산울산본부,7536,1092918
2023-07-31,16,부산울산본부,7499,1093448
2023-07-31,17,부산울산본부,7417,1093407
2023-07-31,18,부산울산본부,7214,1093412
2023-07-31,19,부산울산본부,7047,1093822
2023-07-31,20,부산울산본부,6983,1093727
2023-07-31,21,부산울산본부,6854,1093470
2023-07-31,22,부산울산본부,6598,1093589
2023-07-31,23,부산울산본부,6617,1093633
2023-07-31,24,부산울산본부,6349,1088660
2023-07-31,01,경남본부,1937,837124
2023-07-31,02,경남본부,1827,837527
2023-07-31,03,경남본부,1775,837439
2023-07-31,04,경남본부,1710,837656
2023-07-31,05,경남본부,1711,837773
2023-07-31,06,경남본부,1738,837369
2023-07-31,07,경남본부,1874,837434
2023-07-31,08,경남본부,2055,837387
2023-07-31,09,경남본부,2469,837211
2023-07-31,10,경남본부,2725,837156
2023-07-31,11,경남본부,2837,837653
2023-07-31,12,경남본부,2875,838758
2023-07-31,13,경남본부,2739,839298
2023-07-31,14,경남본부,2881,838696
2023-07-31,15,경남본부,2963,840092
2023-07-31,16,경남본부,2941,840092
2023-07-31,17,경남본부,2927,840238
2023-07-31,18,경남본부,2766,840495
2023-07-31,19,경남본부,2678,840470
2023-07-31,20,경남본부,2630,840615
2023-07-31,21,경남본부,2526,840507
2023-07-31,22,경남본부,2385,840251
2023-07-31,23,경남본부,2247,840500
2023-07-31,24,경남본부,2091,838701
2023-07-31,01,제주본부,620,401023
2023-07-31,02,제주본부,577,401036
2023-07-31,03,제주본부,548,401029
2023-07-31,04,제주본부,529,401087
2023-07-31,05,제주본부,522,401141
2023-07-31,06,제주본부,534,401072
2023-07-31,07,제주본부,572,401065
2023-07-31,08,제주본부,641,401046
2023-07-31,09,제주본부,739,401090
2023-07-31,10,제주본부,817,401110
2023-07-31,11,제주본부,860,401144
2023-07-31,12,제주본부,884,401309
2023-07-31,13,제주본부,889,401471
2023-07-31,14,제주본부,904,401453
2023-07-31,15,제주본부,897,401589
2023-07-31,16,제주본부,889,401582
2023-07-31,17,제주본부,891,401209
2023-07-31,18,제주본부,892,401400
2023-07-31,19,제주본부,874,401526
2023-07-31,20,제주본부,860,401500
2023-07-31,21,제주본부,838,401405
2023-07-31,22,제주본부,794,401472
2023-07-31,23,제주본부,745,401549
2023-07-31,24,제주본부,694,401202
2023-07-30,01,경기북부본부,2446,627427
2023-07-30,02,경기북부본부,2289,626487
2023-07-30,03,경기북부본부,2187,626250
2023-07-30,04,경기북부본부,2116,626495
2023-07-30,05,경기북부본부,2088,626869
2023-07-30,06,경기북부본부,2094,626941
2023-07-30,07,경기북부본부,2171,626131
2023-07-30,08,경기북부본부,2311,626027
2023-07-30,09,경기북부본부,2526,626848
2023-07-30,10,경기북부본부,2769,626929
2023-07-30,11,경기북부본부,2998,627146
2023-07-30,12,경기북부본부,3114,627075
2023-07-30,13,경기북부본부,3190,624794
2023-07-30,14,경기북부본부,3245,624831
2023-07-30,15,경기북부본부,3273,627074
2023-07-30,16,경기북부본부,3283,623939
2023-07-30,17,경기북부본부,3298,624155
2023-07-30,18,경기북부본부,3332,627037
2023-07-30,19,경기북부본부,3336,627119
2023-07-30,20,경기북부본부,3255,627032
2023-07-30,21,경기북부본부,3175,627011
2023-07-30,22,경기북부본부,3011,618677
2023-07-30,23,경기북부본부,2832,618936
2023-07-30,24,경기북부본부,2621,623163
2023-07-30,01,남서울본부,2597,933489
2023-07-30,02,남서울본부,2381,932849
2023-07-30,03,남서울본부,2225,932849
2023-07-30,04,남서울본부,2126,932989
2023-07-30,05,남서울본부,2087,933251
2023-07-30,06,남서울본부,2123,933157
2023-07-30,07,남서울본부,2263,932178
2023-07-30,08,남서울본부,2491,932298
2023-07-30,09,남서울본부,2784,933773
2023-07-30,10,남서울본부,3151,934008
2023-07-30,11,남서울본부,3453,934187
2023-07-30,12,남서울본부,3597,934060
2023-07-30,13,남서울본부,3719,927183
2023-07-30,14,남서울본부,3806,927376
2023-07-30,15,남서울본부,3824,934534
2023-07-30,16,남서울본부,3827,933762
2023-07-30,17,남서울본부,3834,933355
2023-07-30,18,남서울본부,3819,934091
2023-07-30,19,남서울본부,3730,934310
2023-07-30,20,남서울본부,3640,933751
2023-07-30,21,남서울본부,3521,933351
2023-07-30,22,남서울본부,3312,933440
2023-07-30,23,남서울본부,3080,933920
2023-07-30,24,남서울본부,2833,928497
2023-07-30,01,경기본부,9175,1280742
2023-07-30,02,경기본부,8832,1280020
2023-07-30,03,경기본부,8575,1279793
2023-07-30,04,경기본부,8412,1280271
2023-07-30,05,경기본부,8334,1280802
2023-07-30,06,경기본부,8354,1281081
2023-07-30,07,경기본부,8517,1280924
2023-07-30,08,경기본부,8870,1280789
2023-07-30,09,경기본부,9373,1280675
2023-07-30,10,경기본부,10002,1280644
2023-07-30,11,경기본부,10538,1280559
2023-07-30,12,경기본부,10773,1280065
2023-07-30,13,경기본부,10929,1275649
2023-07-30,14,경기본부,11125,1273989
2023-07-30,15,경기본부,11140,1278900
2023-07-30,16,경기본부,11028,1280992
2023-07-30,17,경기본부,10859,1279771
2023-07-30,18,경기본부,10724,1279868
2023-07-30,19,경기본부,10743,1280216
2023-07-30,20,경기본부,10692,1279538
2023-07-30,21,경기본부,10579,1279390
2023-07-30,22,경기본부,10230,1279618
2023-07-30,23,경기본부,9830,1280675
2023-07-30,24,경기본부,9411,1274155
2023-07-30,01,서울본부,2028,946861
2023-07-30,02,서울본부,1837,946702
2023-07-30,03,서울본부,1710,946030
2023-07-30,04,서울본부,1624,946212
2023-07-30,05,서울본부,1588,946588
2023-07-30,06,서울본부,1614,946411
2023-07-30,07,서울본부,1729,946537
2023-07-30,08,서울본부,1904,946663
2023-07-30,09,서울본부,2145,947024
2023-07-30,10,서울본부,2417,947117
2023-07-30,11,서울본부,2659,947157
2023-07-30,12,서울본부,2794,946768
2023-07-30,13,서울본부,2900,946642
2023-07-30,14,서울본부,2973,946565
2023-07-30,15,서울본부,2980,947108
2023-07-30,16,서울본부,2987,947627
2023-07-30,17,서울본부,3005,947666
2023-07-30,18,서울본부,3037,945963
2023-07-30,19,서울본부,2964,944772
2023-07-30,20,서울본부,2882,944370
2023-07-30,21,서울본부,2790,944567
2023-07-30,22,서울본부,2644,945995
2023-07-30,23,서울본부,2447,945791
2023-07-30,24,서울본부,2247,941067
2023-07-30,01,인천본부,3245,942121
2023-07-30,02,인천본부,3061,941948
2023-07-30,03,인천본부,2910,941759
2023-07-30,04,인천본부,2821,941801
2023-07-30,05,인천본부,2760,941896
2023-07-30,06,인천본부,2775,940351
2023-07-30,07,인천본부,2860,940132
2023-07-30,08,인천본부,3035,941345
2023-07-30,09,인천본부,3296,941323
2023-07-30,10,인천본부,3641,941492
2023-07-30,11,인천본부,3880,941347
2023-07-30,12,인천본부,4058,941122
2023-07-30,13,인천본부,4132,940939
2023-07-30,14,인천본부,4235,940770
2023-07-30,15,인천본부,4238,940822
2023-07-30,16,인천본부,4234,940895
2023-07-30,17,인천본부,4232,941296
2023-07-30,18,인천본부,4245,941153
2023-07-30,19,인천본부,4193,941181
2023-07-30,20,인천본부,4119,940751
2023-07-30,21,인천본부,4030,940014
2023-07-30,22,인천본부,3892,940690
2023-07-30,23,인천본부,3660,940033
2023-07-30,24,인천본부,3393,934271
2023-07-30,01,강원본부,1711,498779
2023-07-30,02,강원본부,1641,498147
2023-07-30,03,강원본부,1595,498091
2023-07-30,04,강원본부,1565,497943
2023-07-30,05,강원본부,1551,498397
2023-07-30,06,강원본부,1566,498428
2023-07-30,07,강원본부,1604,498389
2023-07-30,08,강원본부,1643,497885
2023-07-30,09,강원본부,1731,497635
2023-07-30,10,강원본부,1847,497963
2023-07-30,11,강원본부,1919,498036
2023-07-30,12,강원본부,1936,497956
2023-07-30,13,강원본부,1947,498006
2023-07-30,14,강원본부,1970,497499
2023-07-30,15,강원본부,1974,497614
2023-07-30,16,강원본부,1977,498127
2023-07-30,17,강원본부,1993,498190
2023-07-30,18,강원본부,2007,498162
2023-07-30,19,강원본부,2010,498091
2023-07-30,20,강원본부,2002,497886
2023-07-30,21,강원본부,1988,497812
2023-07-30,22,강원본부,1924,497947
2023-07-30,23,강원본부,1926,498209
2023-07-30,24,강원본부,1839,495891
2023-07-30,01,충북본부,2559,461350
2023-07-30,02,충북본부,2473,461077
2023-07-30,03,충북본부,2422,461003
2023-07-30,04,충북본부,2375,461314
2023-07-30,05,충북본부,2364,461445
2023-07-30,06,충북본부,2367,461371
2023-07-30,07,충북본부,2411,461181
2023-07-30,08,충북본부,2461,461137
2023-07-30,09,충북본부,2554,460957
2023-07-30,10,충북본부,2657,460940
2023-07-30,11,충북본부,2732,460896
2023-07-30,12,충북본부,2777,460836
2023-07-30,13,충북본부,2792,460827
2023-07-30,14,충북본부,2792,460921
2023-07-30,15,충북본부,2810,460992
2023-07-30,16,충북본부,2807,461015
2023-07-30,17,충북본부,2826,461028
2023-07-30,18,충북본부,2824,461061
2023-07-30,19,충북본부,2793,461077
2023-07-30,20,충북본부,2790,461047
2023-07-30,21,충북본부,2759,461000
2023-07-30,22,충북본부,2711,461095
2023-07-30,23,충북본부,2641,461221
2023-07-30,24,충북본부,2559,459632
2023-07-30,01,대전세종충남본부,6056,884524
2023-07-30,02,대전세종충남본부,5908,883913
2023-07-30,03,대전세종충남본부,5719,883177
2023-07-30,04,대전세종충남본부,5645,883460
2023-07-30,05,대전세종충남본부,5563,883702
2023-07-30,06,대전세종충남본부,5508,882700
2023-07-30,07,대전세종충남본부,5579,881908
2023-07-30,08,대전세종충남본부,5807,880252
2023-07-30,09,대전세종충남본부,5960,878805
2023-07-30,10,대전세종충남본부,6231,878250
2023-07-30,11,대전세종충남본부,6490,878424
2023-07-30,12,대전세종충남본부,6599,878038
2023-07-30,13,대전세종충남본부,6667,878029
2023-07-30,14,대전세종충남본부,6753,878237
2023-07-30,15,대전세종충남본부,6793,878189
2023-07-30,16,대전세종충남본부,6789,878317
2023-07-30,17,대전세종충남본부,6660,878454
2023-07-30,18,대전세종충남본부,6568,878543
2023-07-30,19,대전세종충남본부,6457,878480
2023-07-30,20,대전세종충남본부,6522,878037
2023-07-30,21,대전세종충남본부,6500,878651
2023-07-30,22,대전세종충남본부,6398,880059
2023-07-30,23,대전세종충남본부,6167,882040
2023-07-30,24,대전세종충남본부,5975,878450
2023-07-30,01,전북본부,1768,475597
2023-07-30,02,전북본부,1703,475443
2023-07-30,03,전북본부,1656,475625
2023-07-30,04,전북본부,1627,475811
2023-07-30,05,전북본부,1615,475810
2023-07-30,06,전북본부,1599,475471
2023-07-30,07,전북본부,1623,475291
2023-07-30,08,전북본부,1658,475195
2023-07-30,09,전북본부,1744,475129
2023-07-30,10,전북본부,1836,475241
2023-07-30,11,전북본부,1936,475000
2023-07-30,12,전북본부,1964,474880
2023-07-30,13,전북본부,1981,475021
2023-07-30,14,전북본부,2009,474989
2023-07-30,15,전북본부,2009,474928
2023-07-30,16,전북본부,2010,475157
2023-07-30,17,전북본부,2013,475265
2023-07-30,18,전북본부,1999,475182
2023-07-30,19,전북본부,1985,475111
2023-07-30,20,전북본부,1994,475115
2023-07-30,21,전북본부,1975,474887
2023-07-30,22,전북본부,1926,474998
2023-07-30,23,전북본부,1878,475005
2023-07-30,24,전북본부,1837,473532
2023-07-30,01,광주전남본부,3802,812576
2023-07-30,02,광주전남본부,3669,812661
2023-07-30,03,광주전남본부,3585,812479
2023-07-30,04,광주전남본부,3529,812374
2023-07-30,05,광주전남본부,3504,812520
2023-07-30,06,광주전남본부,3508,812498
2023-07-30,07,광주전남본부,3520,812814
2023-07-30,08,광주전남본부,3671,812928
2023-07-30,09,광주전남본부,3846,811554
2023-07-30,10,광주전남본부,3981,812630
2023-07-30,11,광주전남본부,4076,812708
2023-07-30,12,광주전남본부,4109,812792
2023-07-30,13,광주전남본부,4133,812703
2023-07-30,14,광주전남본부,4180,812504
2023-07-30,15,광주전남본부,4186,812873
2023-07-30,16,광주전남본부,4201,812969
2023-07-30,17,광주전남본부,4182,812937
2023-07-30,18,광주전남본부,4205,812961
2023-07-30,19,광주전남본부,4223,813157
2023-07-30,20,광주전남본부,4254,812942
2023-07-30,21,광주전남본부,4232,812750
2023-07-30,22,광주전남본부,4113,812582
2023-07-30,23,광주전남본부,4011,812415
2023-07-30,24,광주전남본부,3852,808571
2023-07-30,01,대구본부,3277,921310
2023-07-30,02,대구본부,3108,921398
2023-07-30,03,대구본부,2968,921551
2023-07-30,04,대구본부,2891,921729
2023-07-30,05,대구본부,2856,921360
2023-07-30,06,대구본부,2838,921857
2023-07-30,07,대구본부,2908,919302
2023-07-30,08,대구본부,3037,919289
2023-07-30,09,대구본부,3232,921830
2023-07-30,10,대구본부,3488,921859
2023-07-30,11,대구본부,3687,921776
2023-07-30,12,대구본부,3758,921775
2023-07-30,13,대구본부,3805,921788
2023-07-30,14,대구본부,3832,921719
2023-07-30,15,대구본부,3855,921960
2023-07-30,16,대구본부,3861,921925
2023-07-30,17,대구본부,3875,921843
2023-07-30,18,대구본부,3879,921652
2023-07-30,19,대구본부,3890,920235
2023-07-30,20,대구본부,3930,921313
2023-07-30,21,대구본부,3896,920890
2023-07-30,22,대구본부,3727,921042
2023-07-30,23,대구본부,3537,921155
2023-07-30,24,대구본부,3314,917257
2023-07-30,01,경북본부,1432,412864
2023-07-30,02,경북본부,1389,412973
2023-07-30,03,경북본부,1362,413135
2023-07-30,04,경북본부,1341,413086
2023-07-30,05,경북본부,1323,413069
2023-07-30,06,경북본부,1320,413029
2023-07-30,07,경북본부,1330,412900
2023-07-30,08,경북본부,1360,412907
2023-07-30,09,경북본부,1407,412926
2023-07-30,10,경북본부,1464,412967
2023-07-30,11,경북본부,1511,412972
2023-07-30,12,경북본부,1537,412981
2023-07-30,13,경북본부,1549,412966
2023-07-30,14,경북본부,1564,412956
2023-07-30,15,경북본부,1568,412924
2023-07-30,16,경북본부,1569,412893
2023-07-30,17,경북본부,1577,412959
2023-07-30,18,경북본부,1578,412863
2023-07-30,19,경북본부,1575,412676
2023-07-30,20,경북본부,1572,412796
2023-07-30,21,경북본부,1563,412987
2023-07-30,22,경북본부,1528,413053
2023-07-30,23,경북본부,1482,412950
2023-07-30,24,경북본부,1444,412047
2023-07-30,01,부산울산본부,6278,1093559
2023-07-30,02,부산울산본부,6010,1093631
2023-07-30,03,부산울산본부,5831,1093965
2023-07-30,04,부산울산본부,5735,1094177
2023-07-30,05,부산울산본부,5663,1094323
2023-07-30,06,부산울산본부,5643,1094293
2023-07-30,07,부산울산본부,5756,1094300
2023-07-30,08,부산울산본부,6069,1094316
2023-07-30,09,부산울산본부,6261,1094185
2023-07-30,10,부산울산본부,6521,1094086
2023-07-30,11,부산울산본부,6751,1093809
2023-07-30,12,부산울산본부,6784,1093727
2023-07-30,13,부산울산본부,6866,1093747
2023-07-30,14,부산울산본부,6883,1093765
2023-07-30,15,부산울산본부,6870,1093853
2023-07-30,16,부산울산본부,6907,1093784
2023-07-30,17,부산울산본부,6906,1093713
2023-07-30,18,부산울산본부,6904,1093699
2023-07-30,19,부산울산본부,6873,1093568
2023-07-30,20,부산울산본부,6884,1093169
2023-07-30,21,부산울산본부,6887,1093026
2023-07-30,22,부산울산본부,6665,1093326
2023-07-30,23,부산울산본부,6491,1093556
2023-07-30,24,부산울산본부,6217,1088654
2023-07-30,01,경남본부,1994,837350
2023-07-30,02,경남본부,1886,837531
2023-07-30,03,경남본부,1810,837698
2023-07-30,04,경남본부,1746,836569
2023-07-30,05,경남본부,1739,837710
2023-07-30,06,경남본부,1753,838025
2023-07-30,07,경남본부,1807,837567
2023-07-30,08,경남본부,1899,837591
2023-07-30,09,경남본부,2101,837210
2023-07-30,10,경남본부,2265,837128
2023-07-30,11,경남본부,2372,836694
2023-07-30,12,경남본부,2397,837243
2023-07-30,13,경남본부,2391,837272
2023-07-30,14,경남본부,2454,837122
2023-07-30,15,경남본부,2465,836994
2023-07-30,16,경남본부,2446,837096
2023-07-30,17,경남본부,2428,837182
2023-07-30,18,경남본부,2410,837112
2023-07-30,19,경남본부,2405,836810
2023-07-30,20,경남본부,2411,836781
2023-07-30,21,경남본부,2375,836985
2023-07-30,22,경남본부,2245,834018
2023-07-30,23,경남본부,2148,837150
2023-07-30,24,경남본부,2015,834823
2023-07-30,01,제주본부,624,401177
2023-07-30,02,제주본부,579,401224
2023-07-30,03,제주본부,547,401265
2023-07-30,04,제주본부,526,401275
2023-07-30,05,제주본부,519,401305
2023-07-30,06,제주본부,526,401341
2023-07-30,07,제주본부,553,401263
2023-07-30,08,제주본부,600,401216
2023-07-30,09,제주본부,660,401091
2023-07-30,10,제주본부,720,401076
2023-07-30,11,제주본부,765,401086
2023-07-30,12,제주본부,783,401045
2023-07-30,13,제주본부,797,401080
2023-07-30,14,제주본부,804,401101
2023-07-30,15,제주본부,799,401061
2023-07-30,16,제주본부,802,401044
2023-07-30,17,제주본부,807,401060
2023-07-30,18,제주본부,818,401028
2023-07-30,19,제주본부,817,400986
2023-07-30,20,제주본부,817,400885
2023-07-30,21,제주본부,809,400897
2023-07-30,22,제주본부,774,400903
2023-07-30,23,제주본부,726,400922
2023-07-30,24,제주본부,676,400580
2023-07-29,01,경기북부본부,2642,627504
2023-07-29,02,경기북부본부,2454,626460
2023-07-29,03,경기북부본부,2341,626169
2023-07-29,04,경기북부본부,2263,626499
2023-07-29,05,경기북부본부,2232,626831
2023-07-29,06,경기북부본부,2244,626930
2023-07-29,07,경기북부본부,2327,627004
2023-07-29,08,경기북부본부,2520,626958
2023-07-29,09,경기북부본부,2796,626988
2023-07-29,10,경기북부본부,3094,627073
2023-07-29,11,경기북부본부,3314,627117
2023-07-29,12,경기북부본부,3404,626939
2023-07-29,13,경기북부본부,3399,626845
2023-07-29,14,경기북부본부,3442,626852
2023-07-29,15,경기북부본부,3447,626955
2023-07-29,16,경기북부본부,3421,627035
2023-07-29,17,경기북부본부,3394,627134
2023-07-29,18,경기북부본부,3332,626949
2023-07-29,19,경기북부본부,3268,626907
2023-07-29,20,경기북부본부,3210,626745
2023-07-29,21,경기북부본부,3127,626646
2023-07-29,22,경기북부본부,2977,626763
2023-07-29,23,경기북부본부,2815,626888
2023-07-29,24,경기북부본부,2642,622713
2023-07-29,01,남서울본부,2787,930319
2023-07-29,02,남서울본부,2515,930073
2023-07-29,03,남서울본부,2343,932129
2023-07-29,04,남서울본부,2235,932279
2023-07-29,05,남서울본부,2193,932552
2023-07-29,06,남서울본부,2239,932727
2023-07-29,07,남서울본부,2408,932849
2023-07-29,08,남서울본부,2690,933049
2023-07-29,09,남서울본부,3083,933202
2023-07-29,10,남서울본부,3536,933300
2023-07-29,11,남서울본부,3839,933664
2023-07-29,12,남서울본부,3974,933726
2023-07-29,13,남서울본부,4050,933473
2023-07-29,14,남서울본부,4057,933583
2023-07-29,15,남서울본부,4031,934233
2023-07-29,16,남서울본부,3996,934633
2023-07-29,17,남서울본부,3961,934595
2023-07-29,18,남서울본부,3927,934324
2023-07-29,19,남서울본부,3856,933901
2023-07-29,20,남서울본부,3776,933629
2023-07-29,21,남서울본부,3619,933617
2023-07-29,22,남서울본부,3373,933961
2023-07-29,23,남서울본부,3114,934147
2023-07-29,24,남서울본부,2875,928767
2023-07-29,01,경기본부,10029,1281481
2023-07-29,02,경기본부,9607,1279999
2023-07-29,03,경기본부,9327,1279518
2023-07-29,04,경기본부,9116,1280020
2023-07-29,05,경기본부,9011,1280510
2023-07-29,06,경기본부,8971,1280665
2023-07-29,07,경기본부,9161,1280411
2023-07-29,08,경기본부,9595,1280034
2023-07-29,09,경기본부,10281,1274262
2023-07-29,10,경기본부,11013,1274226
2023-07-29,11,경기본부,11547,1279871
2023-07-29,12,경기본부,11715,1279743
2023-07-29,13,경기본부,11689,1279894
2023-07-29,14,경기본부,11780,1280182
2023-07-29,15,경기본부,11763,1279395
2023-07-29,16,경기본부,11715,1279978
2023-07-29,17,경기본부,11629,1279976
2023-07-29,18,경기본부,11414,1281090
2023-07-29,19,경기본부,11251,1281026
2023-07-29,20,경기본부,11075,1280135
2023-07-29,21,경기본부,10888,1280126
2023-07-29,22,경기본부,10509,1280690
2023-07-29,23,경기본부,10103,1280574
2023-07-29,24,경기본부,9681,1274592
2023-07-29,01,서울본부,2157,946912
2023-07-29,02,서울본부,1927,946490
2023-07-29,03,서울본부,1787,946359
2023-07-29,04,서울본부,1701,946504
2023-07-29,05,서울본부,1662,946706
2023-07-29,06,서울본부,1701,946794
2023-07-29,07,서울본부,1836,946750
2023-07-29,08,서울본부,2054,946941
2023-07-29,09,서울본부,2356,946918
2023-07-29,10,서울본부,2703,946756
2023-07-29,11,서울본부,2940,946927
2023-07-29,12,서울본부,3070,946957
2023-07-29,13,서울본부,3126,946906
2023-07-29,14,서울본부,3131,947066
2023-07-29,15,서울본부,3120,947489
2023-07-29,16,서울본부,3110,947692
2023-07-29,17,서울본부,3099,947632
2023-07-29,18,서울본부,3078,947561
2023-07-29,19,서울본부,3019,947368
2023-07-29,20,서울본부,2939,946614
2023-07-29,21,서울본부,2828,946767
2023-07-29,22,서울본부,2643,947027
2023-07-29,23,서울본부,2442,947050
2023-07-29,24,서울본부,2251,942472
2023-07-29,01,인천본부,3636,941088
2023-07-29,02,인천본부,3391,940926
2023-07-29,03,인천본부,3243,940727
2023-07-29,04,인천본부,3147,940914
2023-07-29,05,인천본부,3096,940994
2023-07-29,06,인천본부,3093,940949
2023-07-29,07,인천본부,3180,940970
2023-07-29,08,인천본부,3408,940915
2023-07-29,09,인천본부,3736,940969
2023-07-29,10,인천본부,4096,941851
2023-07-29,11,인천본부,4365,941503
2023-07-29,12,인천본부,4456,941365
2023-07-29,13,인천본부,4461,941490
2023-07-29,14,인천본부,4527,941491
2023-07-29,15,인천본부,4507,941431
2023-07-29,16,인천본부,4438,941404
2023-07-29,17,인천본부,4399,941606
2023-07-29,18,인천본부,4261,941391
2023-07-29,19,인천본부,4198,941993
2023-07-29,20,인천본부,4158,942321
2023-07-29,21,인천본부,4130,940767
2023-07-29,22,인천본부,3962,941843
2023-07-29,23,인천본부,3735,941450
2023-07-29,24,인천본부,3516,935719
2023-07-29,01,강원본부,1853,499078
2023-07-29,02,강원본부,1746,498771
2023-07-29,03,강원본부,1693,498382
2023-07-29,04,강원본부,1655,498534
2023-07-29,05,강원본부,1637,498675
2023-07-29,06,강원본부,1642,498648
2023-07-29,07,강원본부,1728,498569
2023-07-29,08,강원본부,1770,498435
2023-07-29,09,강원본부,1793,497624
2023-07-29,10,강원본부,1897,496862
