기준일자,기준시,본부명,전력사용량,고객호수
2024-02-24,11,광주전남본부,5326,1163700
2024-02-24,12,광주전남본부,5255,1163586
2024-02-24,13,광주전남본부,5140,1163345
2024-02-24,14,광주전남본부,5203,1163782
2024-02-24,15,광주전남본부,5166,1163920
2024-02-24,16,광주전남본부,5153,1163873
2024-02-24,17,광주전남본부,5167,1163577
2024-02-24,18,광주전남본부,5155,1163319
2024-02-24,19,광주전남본부,5193,1163403
2024-02-24,20,광주전남본부,5184,1163182
2024-02-24,21,광주전남본부,5128,1163242
2024-02-24,22,광주전남본부,5074,1162051
2024-02-24,23,광주전남본부,5062,1161515
2024-02-24,24,광주전남본부,5018,1162776
2024-02-24,01,대구본부,4067,1364756
2024-02-24,02,대구본부,3936,1365104
2024-02-24,03,대구본부,3824,1368780
2024-02-24,04,대구본부,3783,1368905
2024-02-24,05,대구본부,3736,1368938
2024-02-24,06,대구본부,3729,1369335
2024-02-24,07,대구본부,3858,1368455
2024-02-24,08,대구본부,3986,1366598
2024-02-24,09,대구본부,4290,1368059
2024-02-24,10,대구본부,4475,1367988
2024-02-24,11,대구본부,4536,1368153
2024-02-24,12,대구본부,4500,1368015
2024-02-24,13,대구본부,4283,1367259
2024-02-24,14,대구본부,4341,1368191
2024-02-24,15,대구본부,4306,1368337
2024-02-24,16,대구본부,4236,1367839
2024-02-24,17,대구본부,4197,1366326
2024-02-24,18,대구본부,4071,1367097
2024-02-24,19,대구본부,4109,1367251
2024-02-24,20,대구본부,4059,1367031
2024-02-24,21,대구본부,3970,1367065
2024-02-24,22,대구본부,3922,1367360
2024-02-24,23,대구본부,3888,1365367
2024-02-24,24,대구본부,3835,1367180
2024-02-24,01,경북본부,1738,593706
2024-02-24,02,경북본부,1674,593764
2024-02-24,03,경북본부,1639,593868
2024-02-24,04,경북본부,1617,594038
2024-02-24,05,경북본부,1609,594017
2024-02-24,06,경북본부,1622,594141
2024-02-24,07,경북본부,1627,594119
2024-02-24,08,경북본부,1641,594029
2024-02-24,09,경북본부,1669,594019
2024-02-24,10,경북본부,1688,593911
2024-02-24,11,경북본부,1699,593889
2024-02-24,12,경북본부,1687,593793
2024-02-24,13,경북본부,1643,593683
2024-02-24,14,경북본부,1652,593683
2024-02-24,15,경북본부,1644,593731
2024-02-24,16,경북본부,1631,593735
2024-02-24,17,경북본부,1632,593611
2024-02-24,18,경북본부,1617,593505
2024-02-24,19,경북본부,1624,593429
2024-02-24,20,경북본부,1613,593303
2024-02-24,21,경북본부,1593,593082
2024-02-24,22,경북본부,1576,593154
2024-02-24,23,경북본부,1575,591728
2024-02-24,24,경북본부,1665,590490
2024-02-24,01,부산울산본부,6454,1373031
2024-02-24,02,부산울산본부,6254,1373370
2024-02-24,03,부산울산본부,6134,1373326
2024-02-24,04,부산울산본부,6083,1373373
2024-02-24,05,부산울산본부,6047,1373434
2024-02-24,06,부산울산본부,6073,1373361
2024-02-24,07,부산울산본부,6252,1373287
2024-02-24,08,부산울산본부,6467,1373075
2024-02-24,09,부산울산본부,6582,1372969
2024-02-24,10,부산울산본부,6866,1373039
2024-02-24,11,부산울산본부,6961,1372869
2024-02-24,12,부산울산본부,6895,1372690
2024-02-24,13,부산울산본부,6713,1372674
2024-02-24,14,부산울산본부,6839,1372690
2024-02-24,15,부산울산본부,6775,1372534
2024-02-24,16,부산울산본부,6659,1372325
2024-02-24,17,부산울산본부,6544,1372351
2024-02-24,18,부산울산본부,6418,1371926
2024-02-24,19,부산울산본부,6472,1371541
2024-02-24,20,부산울산본부,6459,1371510
2024-02-24,21,부산울산본부,6367,1371648
2024-02-24,22,부산울산본부,6199,1371961
2024-02-24,23,부산울산본부,6377,1372173
2024-02-24,24,부산울산본부,6235,1372252
2024-02-24,01,경남본부,3009,1106332
2024-02-24,02,경남본부,2897,1106653
2024-02-24,03,경남본부,2839,1106979
2024-02-24,04,경남본부,2794,1107122
2024-02-24,05,경남본부,2825,1107260
2024-02-24,06,경남본부,2830,1107136
2024-02-24,07,경남본부,2940,1106717
2024-02-24,08,경남본부,3020,1105092
2024-02-24,09,경남본부,3150,1106233
2024-02-24,10,경남본부,3096,1106328
2024-02-24,11,경남본부,3026,1106197
2024-02-24,12,경남본부,2967,1106102
2024-02-24,13,경남본부,2766,1106268
2024-02-24,14,경남본부,2891,1106347
2024-02-24,15,경남본부,2854,1106209
2024-02-24,16,경남본부,2793,1105617
2024-02-24,17,경남본부,2756,1105135
2024-02-24,18,경남본부,2690,1105651
2024-02-24,19,경남본부,2710,1105616
2024-02-24,20,경남본부,2737,1105368
2024-02-24,21,경남본부,2699,1105305
2024-02-24,22,경남본부,2665,1105400
2024-02-24,23,경남본부,2699,1105657
2024-02-24,24,경남본부,2758,1106138
2024-02-24,01,제주본부,656,400556
2024-02-24,02,제주본부,624,400575
2024-02-24,03,제주본부,602,400584
2024-02-24,04,제주본부,590,400660
2024-02-24,05,제주본부,589,400698
2024-02-24,06,제주본부,600,400668
2024-02-24,07,제주본부,622,400630
2024-02-24,08,제주본부,648,400614
2024-02-24,09,제주본부,686,400658
2024-02-24,10,제주본부,704,400668
2024-02-24,11,제주본부,696,400589
2024-02-24,12,제주본부,718,400582
2024-02-24,13,제주본부,705,400656
2024-02-24,14,제주본부,723,400630
2024-02-24,15,제주본부,732,400634
2024-02-24,16,제주본부,735,400628
2024-02-24,17,제주본부,755,400501
2024-02-24,18,제주본부,757,400473
2024-02-24,19,제주본부,752,400445
2024-02-24,20,제주본부,742,400435
2024-02-24,21,제주본부,722,400444
2024-02-24,22,제주본부,702,400456
2024-02-24,23,제주본부,690,400411
2024-02-24,24,제주본부,678,400536
2024-02-23,01,경기북부본부,2753,721907
2024-02-23,02,경기북부본부,2620,779897
2024-02-23,03,경기북부본부,2578,779467
2024-02-23,04,경기북부본부,2547,779854
2024-02-23,05,경기북부본부,2575,779921
2024-02-23,06,경기북부본부,2669,778071
2024-02-23,07,경기북부본부,2857,779803
2024-02-23,08,경기북부본부,3146,773674
2024-02-23,09,경기북부본부,3556,773568
2024-02-23,10,경기북부본부,3800,779933
2024-02-23,11,경기북부본부,3835,780037
2024-02-23,12,경기북부본부,3751,769833
2024-02-23,13,경기북부본부,3520,771738
2024-02-23,14,경기북부본부,3570,780314
2024-02-23,15,경기북부본부,3568,780459
2024-02-23,16,경기북부본부,3518,779729
2024-02-23,17,경기북부본부,3463,686940
2024-02-23,18,경기북부본부,3351,709052
2024-02-23,19,경기북부본부,3294,780436
2024-02-23,20,경기북부본부,3240,780492
2024-02-23,21,경기북부본부,3162,780942
2024-02-23,22,경기북부본부,3045,781294
2024-02-23,23,경기북부본부,2968,781464
2024-02-23,24,경기북부본부,2927,781453
2024-02-23,01,남서울본부,2326,1228702
2024-02-23,02,남서울본부,2085,1223169
2024-02-23,03,남서울본부,2045,1222253
2024-02-23,04,남서울본부,2002,1227374
2024-02-23,05,남서울본부,2026,1228134
2024-02-23,06,남서울본부,2178,1227848
2024-02-23,07,남서울본부,2503,1227517
2024-02-23,08,남서울본부,2964,1227283
2024-02-23,09,남서울본부,3495,1226589
2024-02-23,10,남서울본부,3890,1226685
2024-02-23,11,남서울본부,4050,1226759
2024-02-23,12,남서울본부,3968,1226511
2024-02-23,13,남서울본부,3855,1226498
2024-02-23,14,남서울본부,3773,1226808
2024-02-23,15,남서울본부,3685,1227104
2024-02-23,16,남서울본부,3629,1227992
2024-02-23,17,남서울본부,3595,1228730
2024-02-23,18,남서울본부,3580,1228056
2024-02-23,19,남서울본부,3482,1227593
2024-02-23,20,남서울본부,3346,1227338
2024-02-23,21,남서울본부,3170,1227714
2024-02-23,22,남서울본부,2955,1226756
2024-02-23,23,남서울본부,2703,1228490
2024-02-23,24,남서울본부,2504,1228544
2024-02-23,01,경기본부,10112,1735149
2024-02-23,02,경기본부,9599,1732453
2024-02-23,03,경기본부,9574,1731136
2024-02-23,04,경기본부,9461,1731200
2024-02-23,05,경기본부,9506,1731189
2024-02-23,06,경기본부,9764,1730687
2024-02-23,07,경기본부,10320,1729804
2024-02-23,08,경기본부,11310,1728158
2024-02-23,09,경기본부,12886,1726395
2024-02-23,10,경기본부,13707,1728704
2024-02-23,11,경기본부,13800,1726316
2024-02-23,12,경기본부,13495,1726984
2024-02-23,13,경기본부,12816,1729932
2024-02-23,14,경기본부,13018,1730666
2024-02-23,15,경기본부,13032,1731620
2024-02-23,16,경기본부,12850,1731924
2024-02-23,17,경기본부,12706,1731757
2024-02-23,18,경기본부,12185,1731445
2024-02-23,19,경기본부,11922,1731017
2024-02-23,20,경기본부,11665,1730874
2024-02-23,21,경기본부,11239,1731496
2024-02-23,22,경기본부,10853,1730775
2024-02-23,23,경기본부,10566,1731625
2024-02-23,24,경기본부,10351,1733031
2024-02-23,01,서울본부,1835,1234038
2024-02-23,02,서울본부,1652,1233034
2024-02-23,03,서울본부,1599,1232156
2024-02-23,04,서울본부,1565,1232570
2024-02-23,05,서울본부,1589,1233463
2024-02-23,06,서울본부,1711,1233739
2024-02-23,07,서울본부,1961,1233874
2024-02-23,08,서울본부,2294,1234103
2024-02-23,09,서울본부,2689,1234256
2024-02-23,10,서울본부,2996,1234420
2024-02-23,11,서울본부,3130,1235168
2024-02-23,12,서울본부,3091,1235696
2024-02-23,13,서울본부,2996,1235728
2024-02-23,14,서울본부,2931,1235767
2024-02-23,15,서울본부,2883,1235828
2024-02-23,16,서울본부,2837,1236170
2024-02-23,17,서울본부,2815,1236529
2024-02-23,18,서울본부,2797,1236427
2024-02-23,19,서울본부,2722,1236877
2024-02-23,20,서울본부,2627,1236909
2024-02-23,21,서울본부,2498,1237092
2024-02-23,22,서울본부,2338,1237448
2024-02-23,23,서울본부,2146,1237479
2024-02-23,24,서울본부,1983,1237508
2024-02-23,01,인천본부,3652,1172554
2024-02-23,02,인천본부,3399,1171620
2024-02-23,03,인천본부,3326,1170849
2024-02-23,04,인천본부,3271,1170934
2024-02-23,05,인천본부,3284,1171542
2024-02-23,06,인천본부,3377,1171924
2024-02-23,07,인천본부,3731,1171348
2024-02-23,08,인천본부,4263,1170912
2024-02-23,09,인천본부,5107,1170892
2024-02-23,10,인천본부,5589,1171308
2024-02-23,11,인천본부,5694,1171051
2024-02-23,12,인천본부,5572,1171026
2024-02-23,13,인천본부,5205,1171306
2024-02-23,14,인천본부,5321,1171312
2024-02-23,15,인천본부,5304,1171680
2024-02-23,16,인천본부,5204,1171452
2024-02-23,17,인천본부,5098,1171208
2024-02-23,18,인천본부,4771,1170910
2024-02-23,19,인천본부,4632,1170579
2024-02-23,20,인천본부,4515,1170229
2024-02-23,21,인천본부,4273,1170618
2024-02-23,22,인천본부,4044,1171263
2024-02-23,23,인천본부,3867,1171691
2024-02-23,24,인천본부,3739,1172239
2024-02-23,01,강원본부,2209,705370
2024-02-23,02,강원본부,2017,704796
2024-02-23,03,강원본부,2004,704349
2024-02-23,04,강원본부,1965,704328
2024-02-23,05,강원본부,1967,703698
2024-02-23,06,강원본부,2012,703742
2024-02-23,07,강원본부,2089,704032
2024-02-23,08,강원본부,2107,704064
2024-02-23,09,강원본부,2050,703733
2024-02-23,10,강원본부,2063,701381
2024-02-23,11,강원본부,2083,701958
2024-02-23,12,강원본부,2054,703325
2024-02-23,13,강원본부,2059,703418
2024-02-23,14,강원본부,2125,703474
2024-02-23,15,강원본부,2112,703586
2024-02-23,16,강원본부,2002,703838
2024-02-23,17,강원본부,1972,703993
2024-02-23,18,강원본부,1977,703915
2024-02-23,19,강원본부,1953,703707
2024-02-23,20,강원본부,1953,703471
2024-02-23,21,강원본부,1937,703532
2024-02-23,22,강원본부,1949,703801
2024-02-23,23,강원본부,2180,703664
2024-02-23,24,강원본부,2302,704244
2024-02-23,01,충북본부,3214,676643
2024-02-23,02,충북본부,3076,676626
2024-02-23,03,충북본부,3114,676763
2024-02-23,04,충북본부,3092,676850
2024-02-23,05,충북본부,3118,676734
2024-02-23,06,충북본부,3140,676779
2024-02-23,07,충북본부,3210,676659
2024-02-23,08,충북본부,3347,676602
2024-02-23,09,충북본부,3606,676287
2024-02-23,10,충북본부,3683,676151
2024-02-23,11,충북본부,3659,676389
2024-02-23,12,충북본부,3570,676250
2024-02-23,13,충북본부,3391,676383
2024-02-23,14,충북본부,3526,676439
2024-02-23,15,충북본부,3571,676563
2024-02-23,16,충북본부,3514,676614
2024-02-23,17,충북본부,3457,676406
2024-02-23,18,충북본부,3300,676326
2024-02-23,19,충북본부,3220,676467
2024-02-23,20,충북본부,3204,676468
2024-02-23,21,충북본부,3114,676481
2024-02-23,22,충북본부,3071,676577
2024-02-23,23,충북본부,3145,676768
2024-02-23,24,충북본부,3218,676881
2024-02-23,01,대전세종충남본부,7224,1303365
2024-02-23,02,대전세종충남본부,6986,1302108
2024-02-23,03,대전세종충남본부,6924,1301558
2024-02-23,04,대전세종충남본부,6794,1301532
2024-02-23,05,대전세종충남본부,6805,1301690
2024-02-23,06,대전세종충남본부,6882,1300554
2024-02-23,07,대전세종충남본부,7196,1300063
2024-02-23,08,대전세종충남본부,7650,1297821
2024-02-23,09,대전세종충남본부,8297,1296140
2024-02-23,10,대전세종충남본부,8516,1294356
2024-02-23,11,대전세종충남본부,8408,1293949
2024-02-23,12,대전세종충남본부,8247,1295509
2024-02-23,13,대전세종충남본부,7854,1295572
2024-02-23,14,대전세종충남본부,8016,1295831
2024-02-23,15,대전세종충남본부,8016,1296220
2024-02-23,16,대전세종충남본부,7945,1296415
2024-02-23,17,대전세종충남본부,7899,1296517
2024-02-23,18,대전세종충남본부,7703,1295065
2024-02-23,19,대전세종충남본부,7635,1296864
2024-02-23,20,대전세종충남본부,7574,1297038
2024-02-23,21,대전세종충남본부,7426,1297744
2024-02-23,22,대전세종충남본부,7334,1299548
2024-02-23,23,대전세종충남본부,7295,1301993
2024-02-23,24,대전세종충남본부,7299,1303705
2024-02-23,01,전북본부,2320,707350
2024-02-23,02,전북본부,2184,707584
2024-02-23,03,전북본부,2168,706974
2024-02-23,04,전북본부,2146,706851
2024-02-23,05,전북본부,2144,707439
2024-02-23,06,전북본부,2137,707004
2024-02-23,07,전북본부,2246,706767
2024-02-23,08,전북본부,2375,706663
2024-02-23,09,전북본부,2578,706827
2024-02-23,10,전북본부,2693,706997
2024-02-23,11,전북본부,2704,706683
2024-02-23,12,전북본부,2678,706544
2024-02-23,13,전북본부,2570,707030
2024-02-23,14,전북본부,2640,706954
2024-02-23,15,전북본부,2618,706788
2024-02-23,16,전북본부,2586,706850
2024-02-23,17,전북본부,2554,706723
2024-02-23,18,전북본부,2499,706524
2024-02-23,19,전북본부,2467,706454
2024-02-23,20,전북본부,2420,706127
2024-02-23,21,전북본부,2358,705532
2024-02-23,22,전북본부,2343,706062
2024-02-23,23,전북본부,2408,706095
2024-02-23,24,전북본부,2433,706570
2024-02-23,01,광주전남본부,5112,1163901
2024-02-23,02,광주전남본부,4903,1163689
2024-02-23,03,광주전남본부,4923,1163755
2024-02-23,04,광주전남본부,4892,1162772
2024-02-23,05,광주전남본부,4907,1163242
2024-02-23,06,광주전남본부,4959,1163698
2024-02-23,07,광주전남본부,5091,1164074
2024-02-23,08,광주전남본부,5390,1164104
2024-02-23,09,광주전남본부,5755,1163967
2024-02-23,10,광주전남본부,5872,1163526
2024-02-23,11,광주전남본부,5885,1163401
2024-02-23,12,광주전남본부,5818,1161335
2024-02-23,13,광주전남본부,5651,1161340
2024-02-23,14,광주전남본부,5815,1162246
2024-02-23,15,광주전남본부,5746,1162603
2024-02-23,16,광주전남본부,5731,1163175
2024-02-23,17,광주전남본부,5700,1163633
2024-02-23,18,광주전남본부,5572,1163365
2024-02-23,19,광주전남본부,5501,1163340
2024-02-23,20,광주전남본부,5484,1163424
2024-02-23,21,광주전남본부,5415,1163599
2024-02-23,22,광주전남본부,5317,1163705
2024-02-23,23,광주전남본부,5287,1163459
2024-02-23,24,광주전남본부,5199,1163450
2024-02-23,01,대구본부,4153,1368403
2024-02-23,02,대구본부,3937,1368551
2024-02-23,03,대구본부,3930,1367300
2024-02-23,04,대구본부,3875,1366608
2024-02-23,05,대구본부,3845,1366976
2024-02-23,06,대구본부,3891,1369689
2024-02-23,07,대구본부,4100,1369281
2024-02-23,08,대구본부,4549,1369083
2024-02-23,09,대구본부,5276,1368798
2024-02-23,10,대구본부,5568,1368316
2024-02-23,11,대구본부,5629,1361525
2024-02-23,12,대구본부,5539,1362189
2024-02-23,13,대구본부,5176,1369090
2024-02-23,14,대구본부,5485,1368592
2024-02-23,15,대구본부,5531,1368155
2024-02-23,16,대구본부,5432,1367895
2024-02-23,17,대구본부,5380,1367751
2024-02-23,18,대구본부,5121,1367290
2024-02-23,19,대구본부,4971,1366800
2024-02-23,20,대구본부,4799,1366592
2024-02-23,21,대구본부,4584,1366824
2024-02-23,22,대구본부,4510,1367790
2024-02-23,23,대구본부,4445,1368161
2024-02-23,24,대구본부,4382,1368345
2024-02-23,01,경북본부,1750,593999
2024-02-23,02,경북본부,1656,594473
2024-02-23,03,경북본부,1657,594518
2024-02-23,04,경북본부,1635,594650
2024-02-23,05,경북본부,1642,594551
2024-02-23,06,경북본부,1664,594534
2024-02-23,07,경북본부,1713,594271
2024-02-23,08,경북본부,1793,594315
2024-02-23,09,경북본부,1921,594211
2024-02-23,10,경북본부,1976,591200
2024-02-23,11,경북본부,1980,590456
2024-02-23,12,경북본부,1968,593089
2024-02-23,13,경북본부,1896,593879
2024-02-23,14,경북본부,1950,593890
2024-02-23,15,경북본부,1952,593828
2024-02-23,16,경북본부,1938,593465
2024-02-23,17,경북본부,1929,593347
2024-02-23,18,경북본부,1868,593382
2024-02-23,19,경북본부,1829,593382
2024-02-23,20,경북본부,1796,593205
2024-02-23,21,경북본부,1748,593170
2024-02-23,22,경북본부,1708,593422
2024-02-23,23,경북본부,1706,593668
2024-02-23,24,경북본부,1799,593681
2024-02-23,01,부산울산본부,6650,1371419
2024-02-23,02,부산울산본부,6365,1373131
2024-02-23,03,부산울산본부,6369,1373312
2024-02-23,04,부산울산본부,6321,1373649
2024-02-23,05,부산울산본부,6280,1373835
2024-02-23,06,부산울산본부,6370,1373830
2024-02-23,07,부산울산본부,6708,1373632
2024-02-23,08,부산울산본부,7306,1373598
2024-02-23,09,부산울산본부,7925,1373357
2024-02-23,10,부산울산본부,8355,1372855
2024-02-23,11,부산울산본부,8389,1372577
2024-02-23,12,부산울산본부,8273,1372345
2024-02-23,13,부산울산본부,7836,1371555
2024-02-23,14,부산울산본부,8236,1371499
2024-02-23,15,부산울산본부,8202,1371860
2024-02-23,16,부산울산본부,8089,1371590
2024-02-23,17,부산울산본부,7978,1371523
2024-02-23,18,부산울산본부,7641,1371671
2024-02-23,19,부산울산본부,7488,1371760
2024-02-23,20,부산울산본부,7258,1371517
2024-02-23,21,부산울산본부,7021,1371942
2024-02-23,22,부산울산본부,6794,1372315
2024-02-23,23,부산울산본부,6885,1372550
2024-02-23,24,부산울산본부,6745,1372648
2024-02-23,01,경남본부,3166,1107514
2024-02-23,02,경남본부,3025,1107913
2024-02-23,03,경남본부,3002,1107885
2024-02-23,04,경남본부,2928,1108004
2024-02-23,05,경남본부,2949,1108038
2024-02-23,06,경남본부,3024,1107622
2024-02-23,07,경남본부,3247,1107133
2024-02-23,08,경남본부,3492,1107025
2024-02-23,09,경남본부,3934,1106902
2024-02-23,10,경남본부,3982,1105462
2024-02-23,11,경남본부,3854,1106386
2024-02-23,12,경남본부,3678,1106477
2024-02-23,13,경남본부,3346,1106570
2024-02-23,14,경남본부,3604,1106525
2024-02-23,15,경남본부,3595,1106139
2024-02-23,16,경남본부,3528,1105817
2024-02-23,17,경남본부,3542,1105641
2024-02-23,18,경남본부,3423,1105209
2024-02-23,19,경남본부,3419,1105274
2024-02-23,20,경남본부,3297,1104768
2024-02-23,21,경남본부,3164,1105314
2024-02-23,22,경남본부,3084,1105399
2024-02-23,23,경남본부,3145,1105890
2024-02-23,24,경남본부,3198,1106471
2024-02-23,01,제주본부,640,400746
2024-02-23,02,제주본부,600,400807
2024-02-23,03,제주본부,588,400836
2024-02-23,04,제주본부,575,400820
2024-02-23,05,제주본부,575,400845
2024-02-23,06,제주본부,590,400865
2024-02-23,07,제주본부,622,400814
2024-02-23,08,제주본부,666,400787
2024-02-23,09,제주본부,732,400738
2024-02-23,10,제주본부,779,400646
2024-02-23,11,제주본부,758,400491
2024-02-23,12,제주본부,734,400551
2024-02-23,13,제주본부,725,400591
2024-02-23,14,제주본부,753,400514
2024-02-23,15,제주본부,733,400628
2024-02-23,16,제주본부,742,400630
2024-02-23,17,제주본부,764,400536
2024-02-23,18,제주본부,777,400441
2024-02-23,19,제주본부,773,400383
2024-02-23,20,제주본부,765,400331
2024-02-23,21,제주본부,745,400268
2024-02-23,22,제주본부,722,400259
2024-02-23,23,제주본부,708,400365
2024-02-23,24,제주본부,698,400497
2024-02-22,01,경기북부본부,2761,780076
2024-02-22,02,경기북부본부,2635,779144
2024-02-22,03,경기북부본부,2555,778714
2024-02-22,04,경기북부본부,2525,778963
2024-02-22,05,경기북부본부,2548,779001
2024-02-22,06,경기북부본부,2643,777983
2024-02-22,07,경기북부본부,2819,778848
2024-02-22,08,경기북부본부,3081,778539
2024-02-22,09,경기북부본부,3492,778469
2024-02-22,10,경기북부본부,3787,748916
2024-02-22,11,경기북부본부,3847,715660
2024-02-22,12,경기북부본부,3904,778932
2024-02-22,13,경기북부본부,3710,778981
2024-02-22,14,경기북부본부,3774,779511
2024-02-22,15,경기북부본부,3823,780056
2024-02-22,16,경기북부본부,3788,780482
2024-02-22,17,경기북부본부,3753,780652
2024-02-22,18,경기북부본부,3636,780534
2024-02-22,19,경기북부본부,3501,780278
2024-02-22,20,경기북부본부,3406,780293
2024-02-22,21,경기북부본부,3278,780761
2024-02-22,22,경기북부본부,3148,781167
2024-02-22,23,경기북부본부,3059,778794
2024-02-22,24,경기북부본부,2942,674249
2024-02-22,01,남서울본부,2312,1229831
2024-02-22,02,남서울본부,2136,1228160
2024-02-22,03,남서울본부,2046,1226964
2024-02-22,04,남서울본부,2000,1226261
2024-02-22,05,남서울본부,2020,1227200
2024-02-22,06,남서울본부,2172,1228049
2024-02-22,07,남서울본부,2498,1227967
2024-02-22,08,남서울본부,2937,1227796
2024-02-22,09,남서울본부,3458,1227622
2024-02-22,10,남서울본부,3891,1227433
2024-02-22,11,남서울본부,4126,1226966
2024-02-22,12,남서울본부,4144,1227000
2024-02-22,13,남서울본부,4085,1226911
2024-02-22,14,남서울본부,4048,1227122
2024-02-22,15,남서울본부,4001,1228005
2024-02-22,16,남서울본부,3930,1229109
2024-02-22,17,남서울본부,3892,1229162
2024-02-22,18,남서울본부,3855,1228736
2024-02-22,19,남서울본부,3713,1227366
2024-02-22,20,남서울본부,3542,1228891
2024-02-22,21,남서울본부,3317,1229015
2024-02-22,22,남서울본부,3068,1228288
2024-02-22,23,남서울본부,2787,1229142
2024-02-22,24,남서울본부,2551,1228083
2024-02-22,01,경기본부,10045,1736348
2024-02-22,02,경기본부,9731,1732655
2024-02-22,03,경기본부,9567,1731058
2024-02-22,04,경기본부,9464,1730918
2024-02-22,05,경기본부,9486,1731107
2024-02-22,06,경기본부,9750,1730832
2024-02-22,07,경기본부,10361,1729969
2024-02-22,08,경기본부,11345,1729305
2024-02-22,09,경기본부,12836,1729037
2024-02-22,10,경기본부,13787,1728867
2024-02-22,11,경기본부,14111,1727973
2024-02-22,12,경기본부,14047,1729598
2024-02-22,13,경기본부,13406,1729976
2024-02-22,14,경기본부,13769,1730670
2024-02-22,15,경기본부,13811,1725224
2024-02-22,16,경기본부,13622,1726295
2024-02-22,17,경기본부,13473,1732399
2024-02-22,18,경기본부,12961,1731865
2024-02-22,19,경기본부,12661,1731762
2024-02-22,20,경기본부,12289,1731737
2024-02-22,21,경기본부,11718,1732516
2024-02-22,22,경기본부,11224,1733340
2024-02-22,23,경기본부,10902,1732050
2024-02-22,24,경기본부,10632,1733707
2024-02-22,01,서울본부,1825,1233338
2024-02-22,02,서울본부,1682,1232319
2024-02-22,03,서울본부,1598,1230715
2024-02-22,04,서울본부,1561,1230745
2024-02-22,05,서울본부,1582,1231415
2024-02-22,06,서울본부,1702,1231518
2024-02-22,07,서울본부,1949,1231297
2024-02-22,08,서울본부,2276,1231179
2024-02-22,09,서울본부,2663,1231014
2024-02-22,10,서울본부,3007,1230963
2024-02-22,11,서울본부,3185,1231561
2024-02-22,12,서울본부,3215,1232041
2024-02-22,13,서울본부,3175,1232332
2024-02-22,14,서울본부,3137,1232445
2024-02-22,15,서울본부,3120,1232910
2024-02-22,16,서울본부,3074,1233006
2024-02-22,17,서울본부,3031,1233457
2024-02-22,18,서울본부,3012,1233331
2024-02-22,19,서울본부,2902,1233340
2024-02-22,20,서울본부,2763,1233409
2024-02-22,21,서울본부,2598,1233689
2024-02-22,22,서울본부,2419,1234469
2024-02-22,23,서울본부,2210,1234593
2024-02-22,24,서울본부,2022,1234529
2024-02-22,01,인천본부,3631,1172834
2024-02-22,02,인천본부,3455,1171632
2024-02-22,03,인천본부,3355,1170521
2024-02-22,04,인천본부,3309,1170803
2024-02-22,05,인천본부,3296,1171462
2024-02-22,06,인천본부,3412,1171675
2024-02-22,07,인천본부,3701,1171103
2024-02-22,08,인천본부,4173,1170709
2024-02-22,09,인천본부,4965,1170781
2024-02-22,10,인천본부,5532,1171489
2024-02-22,11,인천본부,5721,1171279
2024-02-22,12,인천본부,5698,1171510
2024-02-22,13,인천본부,5417,1171887
2024-02-22,14,인천본부,5612,1171969
2024-02-22,15,인천본부,5658,1172120
2024-02-22,16,인천본부,5555,1172317
2024-02-22,17,인천본부,5439,1172307
2024-02-22,18,인천본부,5165,1171671
2024-02-22,19,인천본부,4972,1170972
2024-02-22,20,인천본부,4784,1170743
2024-02-22,21,인천본부,4533,1171501
2024-02-22,22,인천본부,4260,1172007
2024-02-22,23,인천본부,4052,1172170
2024-02-22,24,인천본부,3850,1172545
2024-02-22,01,강원본부,2199,706141
2024-02-22,02,강원본부,2063,705049
2024-02-22,03,강원본부,1989,702616
2024-02-22,04,강원본부,1960,702422
2024-02-22,05,강원본부,1976,703104
2024-02-22,06,강원본부,2004,703322
2024-02-22,07,강원본부,2078,704000
2024-02-22,08,강원본부,2107,703936
2024-02-22,09,강원본부,2038,703734
2024-02-22,10,강원본부,2012,703256
2024-02-22,11,강원본부,2078,703095
2024-02-22,12,강원본부,2066,702711
2024-02-22,13,강원본부,2111,703140
2024-02-22,14,강원본부,2160,703429
2024-02-22,15,강원본부,2081,703597
2024-02-22,16,강원본부,2019,703898
2024-02-22,17,강원본부,2026,703687
2024-02-22,18,강원본부,2013,703503
2024-02-22,19,강원본부,1985,703606
2024-02-22,20,강원본부,1927,703327
2024-02-22,21,강원본부,1948,703430
2024-02-22,22,강원본부,1946,703797
2024-02-22,23,강원본부,2181,704008
2024-02-22,24,강원본부,2297,704306
2024-02-22,01,충북본부,3181,676661
2024-02-22,02,충북본부,3108,676814
2024-02-22,03,충북본부,3090,676510
2024-02-22,04,충북본부,3064,676652
2024-02-22,05,충북본부,3095,676756
2024-02-22,06,충북본부,3144,676578
2024-02-22,07,충북본부,3228,676206
2024-02-22,08,충북본부,3372,676017
2024-02-22,09,충북본부,3664,675963
2024-02-22,10,충북본부,3772,676077
2024-02-22,11,충북본부,3801,676246
2024-02-22,12,충북본부,3771,676314
2024-02-22,13,충북본부,3614,675555
2024-02-22,14,충북본부,3734,676201
2024-02-22,15,충북본부,3750,676319
2024-02-22,16,충북본부,3680,676207
2024-02-22,17,충북본부,3635,676152
2024-02-22,18,충북본부,3477,675990
2024-02-22,19,충북본부,3385,675849
2024-02-22,20,충북본부,3347,675551
2024-02-22,21,충북본부,3220,675755
2024-02-22,22,충북본부,3164,674734
